"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia SULLANA",,,
"Viviendas particulares (001)",42885,36621,6264
"Ocupantes presentes (002)",200680,172787,27893
"Casa independiente",,,
"Viviendas particulares (004)",42455,36202,6253
"Ocupantes presentes (005)",198978,171128,27850
"Departamento en edificio",,,
"Viviendas particulares (007)",260,258,2
"Ocupantes presentes (008)",988,981,7
"Vivienda en quinta",,,
"Viviendas particulares (010)",69,68,1
"Ocupantes presentes (011)",275,271,4
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",47,46,1
"Ocupantes presentes (014)",229,226,3
"Choza o cabaña",,,
"Viviendas particulares (016)",1,1,
"Ocupantes presentes (017)",2,2,
"Vivienda improvisada",,,
"Viviendas particulares (019)",34,28,6
"Ocupantes presentes (020)",158,130,28
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",19,18,1
"Ocupantes presentes (023)",50,49,1
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",41971,36011,5960
"Ocupantes presentes (029)",196783,170245,26538
"Casa independiente",,,
"Viviendas particulares (031)",41542,35593,5949
"Ocupantes presentes (032)",195083,168588,26495
"Departamento en edificio",,,
"Viviendas particulares (034)",260,258,2
"Ocupantes presentes (035)",988,981,7
"Vivienda en quinta",,,
"Viviendas particulares (037)",69,68,1
"Ocupantes presentes (038)",275,271,4
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",47,46,1
"Ocupantes presentes (041)",229,226,3
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",34,28,6
"Ocupantes presentes (047)",158,130,28
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",19,18,1
"Ocupantes presentes (050)",50,49,1
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",914,610,304
"Ocupantes presentes (056)",3897,2542,1355
"Casa independiente",,,
"Viviendas particulares (058)",913,609,304
"Ocupantes presentes (059)",3895,2540,1355
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",1,1,
"Ocupantes presentes (071)",2,2,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
