"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LA MAR (000)",19802,19281,105,3668,3355,3022,4775,2898,1190,268,521,71966
"De 12 a 14 años (001)",42,19,,17,2,,,,,,23,21
"De 15 a 19 años (002)",1026,935,10,779,132,10,4,,,,91,1089
"De 20 a 24 años (003)",2310,2170,10,1154,745,197,57,7,,,140,3519
"De 25 a 29 años (004)",2582,2468,9,627,808,636,350,37,1,,114,5872
"De 30 a 34 años (005)",2487,2447,6,309,504,583,823,198,23,1,40,8094
"De 35 a 39 años (006)",2408,2382,2,198,354,462,843,428,88,7,26,9562
"De 40 a 44 años (007)",2082,2071,8,114,179,270,679,560,228,33,11,10197
"De 45 a 49 años (008)",1715,1704,7,99,130,201,506,458,243,60,11,8832
"De 50 y más años (009)",5150,5085,53,371,501,663,1513,1210,607,167,65,24780
"PEA (010)",6255,6063,32,1320,1139,1011,1470,758,276,57,192,20872
"De 12 a 14 años (011)",8,4,,3,1,,,,,,4,5
"De 15 a 19 años (012)",245,224,4,197,20,2,1,,,,21,247
"De 20 a 24 años (013)",720,669,2,400,209,43,11,4,,,51,1021
"De 25 a 29 años (014)",854,792,5,268,251,195,64,9,,,62,1681
"De 30 a 34 años (015)",865,845,3,160,209,204,223,43,3,,20,2455
"De 35 a 39 años (016)",902,890,2,96,169,185,305,113,18,2,12,3217
"De 40 a 44 años (017)",747,741,2,64,79,121,263,155,52,5,6,3223
"De 45 a 49 años (018)",625,621,4,37,63,104,204,135,62,12,4,2888
"De 50 y más años (019)",1289,1277,10,95,138,157,399,299,141,38,12,6135
"Ocupada (020)",6033,5856,32,1264,1098,977,1423,737,269,56,177,20223
"De 12 a 14 años (021)",7,4,,3,1,,,,,,3,5
