"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CASTILLA (000)",29334,4460,5527,1303,18441
"Conviviente (001)",7295,882,1198,240,5050
"Separado(a) (002)",711,73,96,37,508
"Casado(a) (003)",10248,1077,2780,678,5951
"Viudo(a) (004)",1330,195,140,27,968
"Divorciado(a) (005)",142,8,25,11,99
"Soltero(a) (006)",9608,2225,1288,310,5865
"Hombres (008)",15696,1977,3305,900,9823
"Conviviente (009)",3838,301,811,176,2610
"Separado(a) (010)",277,15,43,22,197
"Casado(a) (011)",5469,479,1630,464,3084
"Viudo(a) (012)",412,45,42,6,319
"Divorciado(a) (013)",80,5,13,7,56
"Soltero(a) (014)",5620,1132,766,225,3557
"Mujeres (016)",13638,2483,2222,403,8618
"Conviviente (017)",3457,581,387,64,2440
"Separado(a) (018)",434,58,53,15,311
"Casado(a) (019)",4779,598,1150,214,2867
"Viudo(a) (020)",918,150,98,21,649
"Divorciado(a) (021)",62,3,12,4,43
"Soltero(a) (022)",3988,1093,522,85,2308
,,,,,
"URBANA (024)",16578,2077,3866,1046,9957
"Conviviente (025)",3949,382,793,217,2628
"Separado(a) (026)",437,43,68,26,303
"Casado(a) (027)",5805,415,1970,528,3111
"Viudo(a) (028)",690,84,92,15,499
"Divorciado(a) (029)",87,5,20,7,56
"Soltero(a) (030)",5610,1148,923,253,3360
"Hombres (032)",8635,914,2145,742,5121
"Conviviente (033)",2037,126,481,163,1325
"Separado(a) (034)",162,10,28,16,108
"Casado(a) (035)",3040,184,1088,370,1571
"Viudo(a) (036)",205,19,26,4,156
"Divorciado(a) (037)",44,4,8,5,28
"Soltero(a) (038)",3147,571,514,184,1933
"Mujeres (040)",7943,1163,1721,304,4836
"Conviviente (041)",1912,256,312,54,1303
"Separado(a) (042)",275,33,40,10,195
"Casado(a) (043)",2765,231,882,158,1540
"Viudo(a) (044)",485,65,66,11,343
"Divorciado(a) (045)",43,1,12,2,28
"Soltero(a) (046)",2463,577,409,69,1427
,,,,,
"RURAL (048)",12756,2383,1661,257,8484
"Conviviente (049)",3346,500,405,23,2422
"Separado(a) (050)",274,30,28,11,205
"Casado(a) (051)",4443,662,810,150,2840
"Viudo(a) (052)",640,111,48,12,469
"Divorciado(a) (053)",55,3,5,4,43
"Soltero(a) (054)",3998,1077,365,57,2505
"Hombres (056)",7061,1063,1160,158,4702
"Conviviente (057)",1801,175,330,13,1285
"Separado(a) (058)",115,5,15,6,89
"Casado(a) (059)",2429,295,542,94,1513
"Viudo(a) (060)",207,26,16,2,163
"Divorciado(a) (061)",36,1,5,2,28
"Soltero(a) (062)",2473,561,252,41,1624
"Mujeres (064)",5695,1320,501,99,3782
"Conviviente (065)",1545,325,75,10,1137
"Separado(a) (066)",159,25,13,5,116
"Casado(a) (067)",2014,367,268,56,1327
"Viudo(a) (068)",433,85,32,10,306
"Divorciado(a) (069)",19,2,,2,15
"Soltero(a) (070)",1525,516,113,16,881
