"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SAN ANTONIO DE PUTINA (000)",2436,839,1597
"De 14 a 29 años (001)",1282,605,677
"De 30 a 44 años (002)",787,194,593
"De 45 a 64 años (003)",315,40,275
"De 65 y más años (004)",52,,52
"Hombres (005)",1856,579,1277
"De 14 a 29 años (006)",896,389,507
"De 30 a 44 años (007)",649,156,493
"De 45 a 64 años (008)",268,34,234
"De 65 y más años (009)",43,,43
"Mujeres (010)",580,260,320
"De 14 a 29 años (011)",386,216,170
"De 30 a 44 años (012)",138,38,100
"De 45 a 64 años (013)",47,6,41
"De 65 y más años (014)",9,,9
,,,
"AREA URBANA (015)",1823,569,1254
"De 14 a 29 años (016)",925,404,521
"De 30 a 44 años (017)",612,140,472
"De 45 a 64 años (018)",248,25,223
"De 65 y más años (019)",38,,38
"Hombres (020)",1369,377,992
"De 14 a 29 años (021)",640,253,387
"De 30 a 44 años (022)",492,105,387
"De 45 a 64 años (023)",206,19,187
"De 65 y más años (024)",31,,31
"Mujeres (025)",454,192,262
"De 14 a 29 años (026)",285,151,134
"De 30 a 44 años (027)",120,35,85
"De 45 a 64 años (028)",42,6,36
"De 65 y más años (029)",7,,7
,,,
"AREA RURAL (030)",613,270,343
"De 14 a 29 años (031)",357,201,156
"De 30 a 44 años (032)",175,54,121
"De 45 a 64 años (033)",67,15,52
"De 65 y más años (034)",14,,14
"Hombres (035)",487,202,285
"De 14 a 29 años (036)",256,136,120
"De 30 a 44 años (037)",157,51,106
"De 45 a 64 años (038)",62,15,47
"De 65 y más años (039)",12,,12
"Mujeres (040)",126,68,58
"De 14 a 29 años (041)",101,65,36
"De 30 a 44 años (042)",18,3,15
"De 45 a 64 años (043)",5,,5
"De 65 y más años (044)",2,,2
