"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia VICTOR FAJARDO (000)",8327,249,1989,2715,2241,1133
"Empleado (001)",1152,2,325,544,270,11
"Obrero (002)",1777,21,539,662,415,140
"Trabajador independiente (003)",3979,15,708,1198,1265,793
"Empleador o patrono (004)",82,,17,26,20,19
"Trabajador familiar no remunerado (005)",1280,210,370,276,259,165
"Trabajador del hogar (006)",57,1,30,9,12,5
"Hombres (008)",5569,148,1336,1901,1433,751
"Empleado (009)",765,,181,362,213,9
"Obrero (010)",1436,16,479,544,306,91
"Trabajador independiente (011)",2710,5,457,868,813,567
"Empleador o patrono (012)",55,,11,18,10,16
"Trabajador familiar no remunerado (013)",603,127,208,109,91,68
"Mujeres (016)",2758,101,653,814,808,382
"Empleado (017)",387,2,144,182,57,2
"Obrero (018)",341,5,60,118,109,49
"Trabajador independiente (019)",1269,10,251,330,452,226
"Empleador o patrono (020)",27,,6,8,10,3
"Trabajador familiar no remunerado (021)",677,83,162,167,168,97
"Trabajador del hogar (022)",57,1,30,9,12,5
,,,,,,
"URBANA (024)",6511,212,1584,2201,1748,766
"Empleado (025)",1037,2,289,485,250,11
"Obrero (026)",1499,19,463,571,340,106
"Trabajador independiente (027)",2862,14,531,898,917,502
"Empleador o patrono (028)",72,,14,24,18,16
"Trabajador familiar no remunerado (029)",986,176,258,214,211,127
"Trabajador del hogar (030)",55,1,29,9,12,4
"Hombres (032)",4254,120,1044,1501,1092,497
"Empleado (033)",687,,157,326,195,9
"Obrero (034)",1223,15,411,468,258,71
"Trabajador independiente (035)",1860,4,326,619,564,347
"Empleador o patrono (036)",46,,8,16,9,13
"Trabajador familiar no remunerado (037)",438,101,142,72,66,57
"Mujeres (040)",2257,92,540,700,656,269
"Empleado (041)",350,2,132,159,55,2
"Obrero (042)",276,4,52,103,82,35
"Trabajador independiente (043)",1002,10,205,279,353,155
"Empleador o patrono (044)",26,,6,8,9,3
"Trabajador familiar no remunerado (045)",548,75,116,142,145,70
"Trabajador del hogar (046)",55,1,29,9,12,4
,,,,,,
"RURAL (048)",1816,37,405,514,493,367
"Empleado (049)",115,,36,59,20,
"Obrero (050)",278,2,76,91,75,34
"Trabajador independiente (051)",1117,1,177,300,348,291
"Empleador o patrono (052)",10,,3,2,2,3
"Trabajador familiar no remunerado (053)",294,34,112,62,48,38
"Trabajador del hogar (054)",2,,1,,,1
"Hombres (056)",1315,28,292,400,341,254
"Empleado (057)",78,,24,36,18,
"Obrero (058)",213,1,68,76,48,20
"Trabajador independiente (059)",850,1,131,249,249,220
"Empleador o patrono (060)",9,,3,2,1,3
"Trabajador familiar no remunerado (061)",165,26,66,37,25,11
"Mujeres (064)",501,9,113,114,152,113
"Empleado (065)",37,,12,23,2,
"Obrero (066)",65,1,8,15,27,14
"Trabajador independiente (067)",267,,46,51,99,71
"Empleador o patrono (068)",1,,,,1,
"Trabajador familiar no remunerado (069)",129,8,46,25,23,27
"Trabajador del hogar (070)",2,,1,,,1
