"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia PAUCARTAMBO (000)",23585,22600,985
"Hombres (001)",11819,11438,381
"Mujeres (002)",11766,11162,604
"De 18 a 29 años (003)",7864,7498,366
"Hombres (004)",3981,3789,192
"Mujeres (005)",3883,3709,174
"De 30 a 44 años (006)",8118,7979,139
"Hombres (007)",4110,4065,45
"Mujeres (008)",4008,3914,94
"De 45 a 64 años (009)",5451,5273,178
"Hombres (010)",2719,2662,57
"Mujeres (011)",2732,2611,121
"De 65 y más años (012)",2152,1850,302
"Hombres (013)",1009,922,87
"Mujeres (014)",1143,928,215
,,,
"URBANA (015)",4748,4596,152
"Hombres (016)",2372,2314,58
"Mujeres (017)",2376,2282,94
"De 18 a 29 años (018)",1572,1497,75
"Hombres (019)",761,723,38
"Mujeres (020)",811,774,37
"De 30 a 44 años (021)",1735,1714,21
"Hombres (022)",889,880,9
"Mujeres (023)",846,834,12
"De 45 a 64 años (024)",1042,1025,17
"Hombres (025)",531,528,3
"Mujeres (026)",511,497,14
"De 65 y más años (027)",399,360,39
"Hombres (028)",191,183,8
"Mujeres (029)",208,177,31
,,,
"RURAL (030)",18837,18004,833
"Hombres (031)",9447,9124,323
"Mujeres (032)",9390,8880,510
"De 18 a 29 años (033)",6292,6001,291
"Hombres (034)",3220,3066,154
"Mujeres (035)",3072,2935,137
"De 30 a 44 años (036)",6383,6265,118
"Hombres (037)",3221,3185,36
"Mujeres (038)",3162,3080,82
"De 45 a 64 años (039)",4409,4248,161
"Hombres (040)",2188,2134,54
"Mujeres (041)",2221,2114,107
"De 65 y más años (042)",1753,1490,263
"Hombres (043)",818,739,79
"Mujeres (044)",935,751,184
