"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia LUYA (000)",12082,213,5260,3840,1076,392,185,69,16,,1031
"Sin Nivel (001)",2454,60,998,746,208,95,56,26,8,,257
"Educación Inicial (002)",16,1,4,7,,,,,,,4
"Primaria (003)",6955,132,3365,2166,500,178,83,34,7,,490
"Secundaria (004)",1843,16,788,613,165,50,24,5,,,182
"Sup. no Univ. Incompleta (005)",166,1,35,60,38,8,7,,,,17
"Sup. no Univ. Completa (006)",433,,51,180,109,30,8,3,,,52
"Sup. Univ. Incompleta (007)",56,,8,19,14,6,1,,,,8
"Sup. Univ. Completa (008)",159,3,11,49,42,25,6,1,1,,21
,,,,,,,,,,,
"URBANA (010)",5341,73,1983,1807,579,223,119,47,11,,499
"Sin Nivel (011)",932,12,332,299,83,46,31,15,6,,108
"Educación Inicial (012)",12,,3,5,,,,,,,4
"Primaria (013)",2677,47,1140,885,233,92,47,24,4,,205
"Secundaria (014)",1084,11,421,379,111,32,22,4,,,104
"Sup. no Univ. Incompleta (015)",132,1,30,50,25,6,7,,,,13
"Sup. no Univ. Completa (016)",323,,40,133,83,19,5,3,,,40
"Sup. Univ. Incompleta (017)",42,,7,16,7,5,1,,,,6
"Sup. Univ. Completa (018)",139,2,10,40,37,23,6,1,1,,19
,,,,,,,,,,,
"RURAL (020)",6741,140,3277,2033,497,169,66,22,5,,532
"Sin Nivel (021)",1522,48,666,447,125,49,25,11,2,,149
"Educación Inicial (022)",4,1,1,2,,,,,,,
"Primaria (023)",4278,85,2225,1281,267,86,36,10,3,,285
"Secundaria (024)",759,5,367,234,54,18,2,1,,,78
"Sup. no Univ. Incompleta (025)",34,,5,10,13,2,,,,,4
"Sup. no Univ. Completa (026)",110,,11,47,26,11,3,,,,12
"Sup. Univ. Incompleta (027)",14,,1,3,7,1,,,,,2
"Sup. Univ. Completa (028)",20,1,1,9,5,2,,,,,2
