"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia CHUMBIVILCAS",,,,,,
"Viviendas particulares (001)",19393,19265,115,11,2,
"Ocupantes presentes (002)",75104,74094,863,113,34,
"Casa independiente",,,,,,
"Viviendas particulares (004)",16927,16808,106,11,2,
"Ocupantes presentes (005)",65685,64752,786,113,34,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",7,7,,,,
"Ocupantes presentes (008)",28,28,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",24,24,,,,
"Ocupantes presentes (011)",73,73,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",226,219,7,,,
"Ocupantes presentes (014)",671,614,57,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",2183,2181,2,,,
"Ocupantes presentes (017)",8576,8556,20,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",4,4,,,,
"Ocupantes presentes (020)",9,9,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",20,20,,,,
"Ocupantes presentes (023)",58,58,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",2,2,,,,
"Ocupantes presentes (026)",4,4,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",4636,4544,80,10,2,
"Ocupantes presentes (029)",17041,16314,591,102,34,
"Casa independiente",,,,,,
"Viviendas particulares (031)",4363,4278,73,10,2,
"Ocupantes presentes (032)",16211,15541,534,102,34,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",7,7,,,,
"Ocupantes presentes (035)",28,28,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",24,24,,,,
"Ocupantes presentes (038)",73,73,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",226,219,7,,,
"Ocupantes presentes (041)",671,614,57,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",4,4,,,,
"Ocupantes presentes (047)",9,9,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",12,12,,,,
"Ocupantes presentes (050)",49,49,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",14757,14721,35,1,,
"Ocupantes presentes (056)",58063,57780,272,11,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",12564,12530,33,1,,
"Ocupantes presentes (059)",49474,49211,252,11,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",2183,2181,2,,,
"Ocupantes presentes (071)",8576,8556,20,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",8,8,,,,
"Ocupantes presentes (077)",9,9,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",2,2,,,,
"Ocupantes presentes (080)",4,4,,,,
