"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia SAN PABLO (000)",13541,12802,739
"Hombres (001)",6444,6222,222
"Mujeres (002)",7097,6580,517
"De 18 a 29 años (003)",4245,4059,186
"Hombres (004)",2075,1985,90
"Mujeres (005)",2170,2074,96
"De 30 a 44 años (006)",4185,4099,86
"Hombres (007)",1960,1936,24
"Mujeres (008)",2225,2163,62
"De 45 a 64 años (009)",3231,3081,150
"Hombres (010)",1536,1501,35
"Mujeres (011)",1695,1580,115
"De 65 y más años (012)",1880,1563,317
"Hombres (013)",873,800,73
"Mujeres (014)",1007,763,244
,,,
"URBANA (015)",2262,2199,63
"Hombres (016)",1071,1049,22
"Mujeres (017)",1191,1150,41
"De 18 a 29 años (018)",652,627,25
"Hombres (019)",323,310,13
"Mujeres (020)",329,317,12
"De 30 a 44 años (021)",799,796,3
"Hombres (022)",376,374,2
"Mujeres (023)",423,422,1
"De 45 a 64 años (024)",550,539,11
"Hombres (025)",252,250,2
"Mujeres (026)",298,289,9
"De 65 y más años (027)",261,237,24
"Hombres (028)",120,115,5
"Mujeres (029)",141,122,19
,,,
"RURAL (030)",11279,10603,676
"Hombres (031)",5373,5173,200
"Mujeres (032)",5906,5430,476
"De 18 a 29 años (033)",3593,3432,161
"Hombres (034)",1752,1675,77
"Mujeres (035)",1841,1757,84
"De 30 a 44 años (036)",3386,3303,83
"Hombres (037)",1584,1562,22
"Mujeres (038)",1802,1741,61
"De 45 a 64 años (039)",2681,2542,139
"Hombres (040)",1284,1251,33
"Mujeres (041)",1397,1291,106
"De 65 y más años (042)",1619,1326,293
"Hombres (043)",753,685,68
"Mujeres (044)",866,641,225
