"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia URUBAMBA (000)",520,121,399
"De 14 a 29 años (001)",284,99,185
"De 30 a 44 años (002)",139,18,121
"De 45 a 64 años (003)",83,4,79
"De 65 y más años (004)",14,,14
"Hombres (005)",368,75,293
"De 14 a 29 años (006)",184,61,123
"De 30 a 44 años (007)",96,11,85
"De 45 a 64 años (008)",74,3,71
"De 65 y más años (009)",14,,14
"Mujeres (010)",152,46,106
"De 14 a 29 años (011)",100,38,62
"De 30 a 44 años (012)",43,7,36
"De 45 a 64 años (013)",9,1,8
,,,
"AREA URBANA (015)",333,82,251
"De 14 a 29 años (016)",191,69,122
"De 30 a 44 años (017)",84,9,75
"De 45 a 64 años (018)",52,4,48
"De 65 y más años (019)",6,,6
"Hombres (020)",205,48,157
"De 14 a 29 años (021)",109,41,68
"De 30 a 44 años (022)",46,4,42
"De 45 a 64 años (023)",44,3,41
"De 65 y más años (024)",6,,6
"Mujeres (025)",128,34,94
"De 14 a 29 años (026)",82,28,54
"De 30 a 44 años (027)",38,5,33
"De 45 a 64 años (028)",8,1,7
,,,
"AREA RURAL (030)",187,39,148
"De 14 a 29 años (031)",93,30,63
"De 30 a 44 años (032)",55,9,46
"De 45 a 64 años (033)",31,,31
"De 65 y más años (034)",8,,8
"Hombres (035)",163,27,136
"De 14 a 29 años (036)",75,20,55
"De 30 a 44 años (037)",50,7,43
"De 45 a 64 años (038)",30,,30
"De 65 y más años (039)",8,,8
"Mujeres (040)",24,12,12
"De 14 a 29 años (041)",18,10,8
"De 30 a 44 años (042)",5,2,3
"De 45 a 64 años (043)",1,,1
