"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHANCHAMAYO (000)",56213,54457,16478,8153,7910,6096,7892,4364,2240,1324,1756,138848
"De 12 a 14 años (001)",5973,5907,5855,42,10,,,,,,66,62
"De 15 a 19 años (002)",8502,8313,6775,1299,190,41,8,,,,189,1834
"De 20 a 24 años (003)",7147,6535,2073,2566,1312,443,130,11,,,612,7137
"De 25 a 29 años (004)",6647,6233,689,1762,1984,1092,635,63,8,,414,12170
"De 30 a 34 años (005)",5663,5507,328,970,1484,1243,1149,271,52,10,156,14907
"De 35 a 39 años (006)",5503,5399,206,552,1173,1092,1576,605,158,37,104,18679
"De 40 a 44 años (007)",4625,4583,169,331,686,841,1392,763,284,117,42,18930
"De 45 a 49 años (008)",3557,3520,101,209,420,521,993,742,360,174,37,16759
"De 50 y más años (009)",8596,8460,282,422,651,823,2009,1909,1378,986,136,48370
"PEA (010)",17954,17206,3523,3239,3072,2317,2731,1320,660,344,748,46155
"De 12 a 14 años (011)",316,313,306,7,,,,,,,3,7
"De 15 a 19 años (012)",1679,1642,1271,310,49,10,2,,,,37,446
"De 20 a 24 años (013)",2501,2226,965,800,337,89,30,5,,,275,1899
"De 25 a 29 años (014)",2441,2224,421,719,620,292,155,15,2,,217,3608
"De 30 a 34 años (015)",2369,2274,219,560,594,462,354,73,9,3,95,5224
"De 35 a 39 años (016)",2414,2367,121,339,616,482,567,184,46,12,47,7168
"De 40 a 44 años (017)",2092,2068,90,206,385,442,568,245,99,33,24,7555
"De 45 a 49 años (018)",1516,1493,42,120,232,243,420,267,116,53,23,6447
"De 50 y más años (019)",2626,2599,88,178,239,297,635,531,388,243,27,13801
"Ocupada (020)",17321,16616,3275,3131,2985,2264,2678,1296,646,341,705,45180
