"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SULLANA (000)",269410,43393,39190,16003,171548
"Sin Nivel (001)",31581,7752,4522,1329,18014
"Educación Inicial (002)",8511,3326,1356,418,3425
"Primaria (003)",91971,18652,11045,4068,58334
"Secundaria (004)",84048,11059,9701,4507,58937
"Sup. no Univ. Incompleta (005)",12732,823,1571,924,9448
"Sup. no Univ. Completa (006)",19588,878,5614,2053,11189
"Sup. Univ. Incompleta (007)",9661,430,1414,1221,6635
"Sup. Univ. Completa (008)",11318,473,3967,1483,5566
"Hombres (010)",133340,19843,18978,9240,85726
"Sin Nivel (011)",14643,3864,2184,685,7934
"Educación Inicial (012)",4376,1700,720,209,1756
"Primaria (013)",44632,8586,5405,2219,28491
"Secundaria (014)",44875,4766,5095,2874,32256
"Sup. no Univ. Incompleta (015)",5842,264,737,540,4325
"Sup. no Univ. Completa (016)",8334,290,2208,1133,4788
"Sup. Univ. Incompleta (017)",4941,174,725,731,3333
"Sup. Univ. Completa (018)",5697,199,1904,849,2843
"Mujeres (020)",136070,23550,20212,6763,85822
"Sin Nivel (021)",16938,3888,2338,644,10080
"Educación Inicial (022)",4135,1626,636,209,1669
"Primaria (023)",47339,10066,5640,1849,29843
"Secundaria (024)",39173,6293,4606,1633,26681
"Sup. no Univ. Incompleta (025)",6890,559,834,384,5123
"Sup. no Univ. Completa (026)",11254,588,3406,920,6401
"Sup. Univ. Incompleta (027)",4720,256,689,490,3302
"Sup. Univ. Completa (028)",5621,274,2063,634,2723
,,,,,
"URBANA (030)",242360,37227,37446,15287,153100
"Sin Nivel (031)",27047,6545,4182,1255,15098
"Educación Inicial (032)",7829,2930,1303,408,3200
"Primaria (033)",77803,15518,10308,3762,48330
"Secundaria (034)",77495,9768,9247,4265,54367
"Sup. no Univ. Incompleta (035)",12332,774,1535,907,9150
"Sup. no Univ. Completa (036)",19190,823,5539,2020,10953
"Sup. Univ. Incompleta (037)",9506,408,1402,1208,6527
"Sup. Univ. Completa (038)",11158,461,3930,1462,5475
"Hombres (040)",119131,16899,18041,8728,75890
"Sin Nivel (041)",12420,3256,2021,640,6524
"Educación Inicial (042)",4030,1508,694,201,1635
"Primaria (043)",37092,7104,4984,2020,23043
"Secundaria (044)",41314,4167,4850,2677,29732
"Sup. no Univ. Incompleta (045)",5652,240,717,525,4194
"Sup. no Univ. Completa (046)",8151,264,2171,1110,4690
"Sup. Univ. Incompleta (047)",4866,165,720,724,3279
"Sup. Univ. Completa (048)",5606,195,1884,831,2793
"Mujeres (050)",123229,20328,19405,6559,77210
"Sin Nivel (051)",14627,3289,2161,615,8574
"Educación Inicial (052)",3799,1422,609,207,1565
"Primaria (053)",40711,8414,5324,1742,25287
"Secundaria (054)",36181,5601,4397,1588,24635
"Sup. no Univ. Incompleta (055)",6680,534,818,382,4956
"Sup. no Univ. Completa (056)",11039,559,3368,910,6263
"Sup. Univ. Incompleta (057)",4640,243,682,484,3248
"Sup. Univ. Completa (058)",5552,266,2046,631,2682
,,,,,
"RURAL (060)",27050,6166,1744,716,18448
"Sin Nivel (061)",4534,1207,340,74,2916
"Educación Inicial (062)",682,396,53,10,225
"Primaria (063)",14168,3134,737,306,10004
"Secundaria (064)",6553,1291,454,242,4570
"Sup. no Univ. Incompleta (065)",400,49,36,17,298
"Sup. no Univ. Completa (066)",398,55,75,33,236
"Sup. Univ. Incompleta (067)",155,22,12,13,108
"Sup. Univ. Completa (068)",160,12,37,21,91
"Hombres (070)",14209,2944,937,512,9836
"Sin Nivel (071)",2223,608,163,45,1410
"Educación Inicial (072)",346,192,26,8,121
"Primaria (073)",7540,1482,421,199,5448
"Secundaria (074)",3561,599,245,197,2524
"Sup. no Univ. Incompleta (075)",190,24,20,15,131
"Sup. no Univ. Completa (076)",183,26,37,23,98
"Sup. Univ. Incompleta (077)",75,9,5,7,54
"Sup. Univ. Completa (078)",91,4,20,18,50
"Mujeres (080)",12841,3222,807,204,8612
"Sin Nivel (081)",2311,599,177,29,1506
"Educación Inicial (082)",336,204,27,2,104
"Primaria (083)",6628,1652,316,107,4556
"Secundaria (084)",2992,692,209,45,2046
"Sup. no Univ. Incompleta (085)",210,25,16,2,167
"Sup. no Univ. Completa (086)",215,29,38,10,138
"Sup. Univ. Incompleta (087)",80,13,7,6,54
"Sup. Univ. Completa (088)",69,8,17,3,41
