"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia PICOTA (000)",17432,13987,3445
"De 3 a 5 años (001)",2731,197,2534
"De 6 a 11 años (002)",5152,4458,694
"De 12 a 16 años (003)",4604,4525,79
"De 17 a 24 años (004)",4945,4807,138
"Hombres (005)",9007,7227,1780
"De 3 a 5 años (006)",1418,104,1314
"De 6 a 11 años (007)",2644,2272,372
"De 12 a 16 años (008)",2443,2401,42
"De 17 a 24 años (009)",2502,2450,52
"Mujeres (010)",8425,6760,1665
"De 3 a 5 años (011)",1313,93,1220
"De 6 a 11 años (012)",2508,2186,322
"De 12 a 16 años (013)",2161,2124,37
"De 17 a 24 años (014)",2443,2357,86
,,,
"URBANA (015)",10411,8630,1781
"De 3 a 5 años (016)",1528,146,1382
"De 6 a 11 años (017)",2943,2628,315
"De 12 a 16 años (018)",3028,3000,28
"De 17 a 24 años (019)",2912,2856,56
"Hombres (020)",5296,4356,940
"De 3 a 5 años (021)",792,76,716
"De 6 a 11 años (022)",1520,1337,183
"De 12 a 16 años (023)",1581,1564,17
"De 17 a 24 años (024)",1403,1379,24
"Mujeres (025)",5115,4274,841
"De 3 a 5 años (026)",736,70,666
"De 6 a 11 años (027)",1423,1291,132
"De 12 a 16 años (028)",1447,1436,11
"De 17 a 24 años (029)",1509,1477,32
,,,
"RURAL (030)",7021,5357,1664
"De 3 a 5 años (031)",1203,51,1152
"De 6 a 11 años (032)",2209,1830,379
"De 12 a 16 años (033)",1576,1525,51
"De 17 a 24 años (034)",2033,1951,82
"Hombres (035)",3711,2871,840
"De 3 a 5 años (036)",626,28,598
"De 6 a 11 años (037)",1124,935,189
"De 12 a 16 años (038)",862,837,25
"De 17 a 24 años (039)",1099,1071,28
"Mujeres (040)",3310,2486,824
"De 3 a 5 años (041)",577,23,554
"De 6 a 11 años (042)",1085,895,190
"De 12 a 16 años (043)",714,688,26
"De 17 a 24 años (044)",934,880,54
