"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia EL COLLAO (000)",1918,19,1027,505,290,77
"Sin nivel (001)",65,4,5,9,24,23
"Primaria (003)",442,7,116,108,166,45
"Secundaria (004)",1034,8,681,252,84,9
"Superior no univ. incompleta (005)",108,,67,35,6,
"Superior no univ. completa (006)",125,,75,44,6,
"Superior univ. incompleta (007)",34,,23,11,,
"Superior univ. completa (008)",110,,60,46,4,
"Hombres (010)",1429,13,701,405,245,65
"Sin nivel (011)",38,3,3,2,16,14
"Primaria (013)",338,5,68,81,140,44
"Secundaria (014)",795,5,492,215,76,7
"Superior no univ. incompleta (015)",82,,44,33,5,
"Superior no univ. completa (016)",82,,44,33,5,
"Superior univ. incompleta (017)",26,,18,8,,
"Superior univ. completa (018)",68,,32,33,3,
"Mujeres (020)",489,6,326,100,45,12
"Sin nivel (021)",27,1,2,7,8,9
"Primaria (023)",104,2,48,27,26,1
"Secundaria (024)",239,3,189,37,8,2
"Superior no univ. incompleta (025)",26,,23,2,1,
"Superior no univ. completa (026)",43,,31,11,1,
"Superior univ. incompleta (027)",8,,5,3,,
"Superior univ. completa (028)",42,,28,13,1,
,,,,,,
"Area Urbana (030)",726,7,366,234,102,17
"Sin nivel (031)",16,,1,4,8,3
"Primaria (033)",136,3,27,40,57,9
"Secundaria (034)",333,4,195,102,27,5
"Superior no univ. incompleta (035)",64,,34,25,5,
"Superior no univ. completa (036)",70,,46,22,2,
"Superior univ. incompleta (037)",28,,19,9,,
"Superior univ. completa (038)",79,,44,32,3,
"Hombres (040)",468,4,215,168,69,12
"Sin nivel (041)",6,,1,2,2,1
"Primaria (043)",83,1,14,22,38,8
"Secundaria (044)",225,3,119,78,22,3
"Superior no univ. incompleta (045)",50,,22,24,4,
"Superior no univ. completa (046)",39,,23,15,1,
"Superior univ. incompleta (047)",20,,14,6,,
"Superior univ. completa (048)",45,,22,21,2,
"Mujeres (050)",258,3,151,66,33,5
"Sin nivel (051)",10,,,2,6,2
"Primaria (053)",53,2,13,18,19,1
"Secundaria (054)",108,1,76,24,5,2
"Superior no univ. incompleta (055)",14,,12,1,1,
"Superior no univ. completa (056)",31,,23,7,1,
"Superior univ. incompleta (057)",8,,5,3,,
"Superior univ. completa (058)",34,,22,11,1,
,,,,,,
"Area Rural (060)",1192,12,661,271,188,60
"Sin nivel (061)",49,4,4,5,16,20
"Primaria (063)",306,4,89,68,109,36
"Secundaria (064)",701,4,486,150,57,4
"Superior no univ. incompleta (065)",44,,33,10,1,
"Superior no univ. completa (066)",55,,29,22,4,
"Superior univ. incompleta (067)",6,,4,2,,
"Superior univ. completa (068)",31,,16,14,1,
"Hombres (070)",961,9,486,237,176,53
"Sin nivel (071)",32,3,2,,14,13
"Primaria (073)",255,4,54,59,102,36
"Secundaria (074)",570,2,373,137,54,4
"Superior no univ. incompleta (075)",32,,22,9,1,
"Superior no univ. completa (076)",43,,21,18,4,
"Superior univ. incompleta (077)",6,,4,2,,
"Superior univ. completa (078)",23,,10,12,1,
"Mujeres (080)",231,3,175,34,12,7
"Sin nivel (081)",17,1,2,5,2,7
"Primaria (083)",51,,35,9,7,
"Secundaria (084)",131,2,113,13,3,
"Superior no univ. incompleta (085)",12,,11,1,,
"Superior no univ. completa (086)",12,,8,4,,
"Superior univ. completa (088)",8,,6,2,,
