"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia MARISCAL LUZURIAGA (000)",5991,35,174,373,619,1143,2277,1370
"De 12 a 14 años (001)",14,,,,,,,14
"De 15 a 19 años (002)",154,,,,,,92,62
"De 20 a 24 años (003)",667,,,,,,410,257
"De 25 a 29 años (004)",656,,,,,21,473,162
"De 30 a 34 años (005)",685,,,,,89,493,103
"De 35 a 39 años (006)",602,,,,4,158,361,79
"De 40 a 44 años (007)",534,,,,7,198,248,81
"De 45 a 49 años (008)",502,,,,37,264,155,46
"De 50 y más años (009)",2177,35,174,373,571,413,45,566
"PEA (010)",858,,5,24,76,210,330,213
"De 15 a 19 años (012)",6,,,,,,5,1
"De 20 a 24 años (013)",70,,,,,,35,35
"De 25 a 29 años (014)",118,,,,,8,68,42
"De 30 a 34 años (015)",138,,,,,15,92,31
"De 35 a 39 años (016)",123,,,,1,39,57,26
"De 40 a 44 años (017)",106,,,,,44,43,19
"De 45 a 49 años (018)",88,,,,10,46,24,8
"De 50 y más años (019)",209,,5,24,65,58,6,51
"Ocupada (020)",811,,5,23,72,203,310,198
"De 15 a 19 años (022)",4,,,,,,3,1
"De 20 a 24 años (023)",58,,,,,,32,26
"De 25 a 29 años (024)",109,,,,,6,64,39
"De 30 a 34 años (025)",133,,,,,15,87,31
"De 35 a 39 años (026)",117,,,,1,39,52,25
"De 40 a 44 años (027)",105,,,,,44,42,19
"De 45 a 49 años (028)",86,,,,10,45,24,7
"De 50 y más años (029)",199,,5,23,61,54,6,50
"Desocupada (030)",47,,,1,4,7,20,15
"De 15 a 19 años (032)",2,,,,,,2,
"De 20 a 24 años (033)",12,,,,,,3,9
"De 25 a 29 años (034)",9,,,,,2,4,3
"De 30 a 34 años (035)",5,,,,,,5,
"De 35 a 39 años (036)",6,,,,,,5,1
"De 40 a 44 años (037)",1,,,,,,1,
"De 45 a 49 años (038)",2,,,,,1,,1
"De 50 y más años (039)",10,,,1,4,4,,1
"No PEA (040)",5133,35,169,349,543,933,1947,1157
"De 12 a 14 años (041)",14,,,,,,,14
"De 15 a 19 años (042)",148,,,,,,87,61
"De 20 a 24 años (043)",597,,,,,,375,222
"De 25 a 29 años (044)",538,,,,,13,405,120
"De 30 a 34 años (045)",547,,,,,74,401,72
"De 35 a 39 años (046)",479,,,,3,119,304,53
"De 40 a 44 años (047)",428,,,,7,154,205,62
"De 45 a 49 años (048)",414,,,,27,218,131,38
"De 50 y más años (049)",1968,35,169,349,506,355,39,515
,,,,,,,,
"URBANA (060)",797,4,28,54,79,175,242,215
"De 12 a 14 años (061)",2,,,,,,,2
