"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHINCHEROS (000)",36090,10069,2093,597,23359
"Conviviente (001)",5931,847,435,82,4571
"Separado(a) (002)",859,136,46,19,659
"Casado(a) (003)",14573,2599,966,301,10723
"Viudo(a) (004)",1949,546,41,31,1331
"Divorciado(a) (005)",107,26,8,3,70
"Soltero(a) (006)",12671,5915,597,161,6005
"Hombres (008)",17822,4500,1065,312,11965
"Conviviente (009)",2836,229,221,40,2347
"Separado(a) (010)",196,22,18,9,148
"Casado(a) (011)",7226,1054,523,149,5512
"Viudo(a) (012)",510,130,12,4,364
"Divorciado(a) (013)",47,11,5,2,29
"Soltero(a) (014)",7007,3054,286,108,3565
"Mujeres (016)",18268,5569,1028,285,11394
"Conviviente (017)",3095,618,214,42,2224
"Separado(a) (018)",663,114,28,10,511
"Casado(a) (019)",7347,1545,443,152,5211
"Viudo(a) (020)",1439,416,29,27,967
"Divorciado(a) (021)",60,15,3,1,41
"Soltero(a) (022)",5664,2861,311,53,2440
,,,,,
"URBANA (024)",11760,2425,1597,311,7443
"Conviviente (025)",2172,222,342,35,1575
"Separado(a) (026)",310,38,39,13,221
"Casado(a) (027)",4531,494,724,142,3181
"Viudo(a) (028)",516,121,30,13,352
"Divorciado(a) (029)",41,7,7,3,24
"Soltero(a) (030)",4190,1543,455,105,2090
"Hombres (032)",5801,1085,805,189,3734
"Conviviente (033)",1048,63,171,23,792
"Separado(a) (034)",75,5,15,7,49
"Casado(a) (035)",2252,213,385,80,1581
"Viudo(a) (036)",124,31,7,,86
"Divorciado(a) (037)",18,3,5,2,8
"Soltero(a) (038)",2284,770,222,77,1218
"Mujeres (040)",5959,1340,792,122,3709
"Conviviente (041)",1124,159,171,12,783
"Separado(a) (042)",235,33,24,6,172
"Casado(a) (043)",2279,281,339,62,1600
"Viudo(a) (044)",392,90,23,13,266
"Divorciado(a) (045)",23,4,2,1,16
"Soltero(a) (046)",1906,773,233,28,872
,,,,,
"RURAL (048)",24330,7644,496,286,15916
"Conviviente (049)",3759,625,93,47,2996
"Separado(a) (050)",549,98,7,6,438
"Casado(a) (051)",10042,2105,242,159,7542
"Viudo(a) (052)",1433,425,11,18,979
"Divorciado(a) (053)",66,19,1,,46
"Soltero(a) (054)",8481,4372,142,56,3915
"Hombres (056)",12021,3415,260,123,8231
"Conviviente (057)",1788,166,50,17,1555
"Separado(a) (058)",121,17,3,2,99
"Casado(a) (059)",4974,841,138,69,3931
"Viudo(a) (060)",386,99,5,4,278
"Divorciado(a) (061)",29,8,,,21
"Soltero(a) (062)",4723,2284,64,31,2347
"Mujeres (064)",12309,4229,236,163,7685
"Conviviente (065)",1971,459,43,30,1441
"Separado(a) (066)",428,81,4,4,339
"Casado(a) (067)",5068,1264,104,90,3611
"Viudo(a) (068)",1047,326,6,14,701
"Divorciado(a) (069)",37,11,1,,25
"Soltero(a) (070)",3758,2088,78,25,1568
