"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHACHAPOYAS (000)",43658,2705,963,21004,11059,1428,3261,1297,1941
"Hombres (001)",21360,754,497,10363,5868,706,1398,650,1124
"Mujeres (002)",22298,1951,466,10641,5191,722,1863,647,817
"PEA (003)",19480,952,17,8318,4793,678,2535,526,1661
"Hombres (004)",12635,456,9,5819,3412,420,1206,310,1003
"Mujeres (005)",6845,496,8,2499,1381,258,1329,216,658
"Ocupada (006)",18809,935,16,8086,4587,647,2436,502,1600
"Hombres (007)",12213,447,8,5643,3266,402,1174,297,976
"Mujeres (008)",6596,488,8,2443,1321,245,1262,205,624
"Desocupada (009)",671,17,1,232,206,31,99,24,61
"Hombres (010)",422,9,1,176,146,18,32,13,27
"Mujeres (011)",249,8,,56,60,13,67,11,34
"No PEA (012)",24178,1753,946,12686,6266,750,726,771,280
"Hombres (013)",8725,298,488,4544,2456,286,192,340,121
"Mujeres (014)",15453,1455,458,8142,3810,464,534,431,159
,,,,,,,,,
"URBANA (018)",30545,1280,651,12181,8924,1321,3063,1246,1879
"Hombres (019)",14557,326,328,5652,4611,646,1294,620,1080
"Mujeres (020)",15988,954,323,6529,4313,675,1769,626,799
"PEA (021)",13585,402,6,4293,3785,611,2379,503,1606
"Hombres (022)",8152,145,2,2672,2585,377,1111,295,965
"Mujeres (023)",5433,257,4,1621,1200,234,1268,208,641
"Ocupada (024)",13012,388,6,4137,3594,581,2282,479,1545
"Hombres (025)",7806,137,2,2555,2451,360,1081,282,938
"Mujeres (026)",5206,251,4,1582,1143,221,1201,197,607
"Desocupada (027)",573,14,,156,191,30,97,24,61
"Hombres (028)",346,8,,117,134,17,30,13,27
"Mujeres (029)",227,6,,39,57,13,67,11,34
"No PEA (030)",16960,878,645,7888,5139,710,684,743,273
"Hombres (031)",6405,181,326,2980,2026,269,183,325,115
"Mujeres (032)",10555,697,319,4908,3113,441,501,418,158
,,,,,,,,,
"RURAL (036)",13113,1425,312,8823,2135,107,198,51,62
"Hombres (037)",6803,428,169,4711,1257,60,104,30,44
"Mujeres (038)",6310,997,143,4112,878,47,94,21,18
"PEA (039)",5895,550,11,4025,1008,67,156,23,55
"Hombres (040)",4483,311,7,3147,827,43,95,15,38
"Mujeres (041)",1412,239,4,878,181,24,61,8,17
"Ocupada (042)",5797,547,10,3949,993,66,154,23,55
"Hombres (043)",4407,310,6,3088,815,42,93,15,38
"Mujeres (044)",1390,237,4,861,178,24,61,8,17
"Desocupada (045)",98,3,1,76,15,1,2,,
"Hombres (046)",76,1,1,59,12,1,2,,
"Mujeres (047)",22,2,,17,3,,,,
"No PEA (048)",7218,875,301,4798,1127,40,42,28,7
"Hombres (049)",2320,117,162,1564,430,17,9,15,6
"Mujeres (050)",4898,758,139,3234,697,23,33,13,1
