"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SANDIA (000)",27338,287,9098,9369,6471,2113
"Agric., ganadería, caza y silvicultura (001)",20418,237,6417,6640,5215,1909
"Pesca (002)",1,,,1,,
"Explotación de minas y canteras (003)",1593,2,794,522,249,26
"Industrias manufactureras (004)",180,1,56,59,45,19
"Suministro de electricidad, gas y agua (005)",7,,3,3,1,
"Construcción (006)",464,2,159,178,109,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1253,7,357,550,256,83
"Venta, mant.y rep. veh.autom.y motoc. (008)",47,,23,17,5,2
"Comercio al por mayor (009)",30,,8,19,3,
"Comercio al por menor (010)",1176,7,326,514,248,81
"Hoteles y restaurantes (011)",255,7,81,103,57,7
"Trans., almac. y comunicaciones (012)",255,2,108,115,28,2
"Intermediación financiera (013)",12,,7,3,2,
"Activid.inmobil., empres. y alquileres (014)",95,,32,44,19,
"Admin.pub. y defensa; p. segur.soc afil (015)",335,,110,135,85,5
"Enseñanza (016)",892,,156,542,193,1
"Servicios sociales y de salud (017)",160,,60,79,20,1
"Otras activ. serv.comun.soc y personales (018)",93,1,42,26,20,4
"Hogares privados con servicio doméstico (019)",116,12,78,18,6,2
"Actividad economica no especificada (021)",251,1,79,98,56,17
"Desocupado (022)",958,15,559,253,110,21
"Hombres (023)",17678,157,5874,6005,4217,1425
"Agric., ganadería, caza y silvicultura (024)",12930,134,4016,4182,3309,1289
"Pesca (025)",1,,,1,,
"Explotación de minas y canteras (026)",1488,2,746,481,235,24
"Industrias manufactureras (027)",140,1,41,44,40,14
"Suministro de electricidad, gas y agua (028)",7,,3,3,1,
"Construcción (029)",453,2,157,172,106,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",445,4,101,203,100,37
"Venta, mant.y rep. veh.autom.y motoc. (031)",38,,17,16,3,2
"Comercio al por mayor (032)",16,,3,10,3,
"Comercio al por menor (033)",391,4,81,177,94,35
"Hoteles y restaurantes (034)",42,1,14,15,9,3
"Trans., almac. y comunicaciones (035)",228,1,93,106,26,2
"Intermediación financiera (036)",10,,5,3,2,
"Activid.inmobil., empres. y alquileres (037)",77,,27,33,17,
"Admin.pub. y defensa; p. segur.soc afil (038)",282,,83,115,79,5
"Enseñanza (039)",558,,76,334,147,1
"Servicios sociales y de salud (040)",78,,27,37,13,1
"Otras activ. serv.comun.soc y personales (041)",50,1,11,18,16,4
