"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PACASMAYO (000)",31502,19847,4711,3845,3099
"Hombres (001)",22765,13975,3721,2777,2292
"Mujeres (002)",8737,5872,990,1068,807
"De 06 a 14 años (003)",356,244,61,39,12
"Hombres (004)",255,168,51,26,10
"Mujeres (005)",101,76,10,13,2
"De 15 a 29 años (006)",9262,5670,1583,1164,845
"Hombres (007)",6739,3999,1237,892,611
"Mujeres (008)",2523,1671,346,272,234
"De 30 a 44 años (009)",11687,7065,1769,1571,1282
"Hombres (010)",8207,4823,1349,1072,963
"Mujeres (011)",3480,2242,420,499,319
"De 45 a 64 años (012)",8767,5734,1162,983,888
"Hombres (013)",6437,4107,966,714,650
"Mujeres (014)",2330,1627,196,269,238
"De 65 y más años (015)",1430,1134,136,88,72
"Hombres (016)",1127,878,118,73,58
"Mujeres (017)",303,256,18,15,14
,,,,,
"URBANA (018)",29336,18486,4144,3651,3055
"Hombres (019)",20921,12808,3226,2626,2261
"Mujeres (020)",8415,5678,918,1025,794
"De 06 a 14 años (021)",321,230,47,32,12
"Hombres (022)",226,156,41,19,10
"Mujeres (023)",95,74,6,13,2
"De 15 a 29 años (024)",8498,5209,1363,1095,831
"Hombres (025)",6099,3615,1046,838,600
"Mujeres (026)",2399,1594,317,257,231
"De 30 a 44 años (027)",11005,6636,1607,1500,1262
"Hombres (028)",7642,4463,1214,1017,948
"Mujeres (029)",3363,2173,393,483,314
"De 45 a 64 años (030)",8197,5367,1012,940,878
"Hombres (031)",5937,3782,828,682,645
"Mujeres (032)",2260,1585,184,258,233
"De 65 y más años (033)",1315,1044,115,84,72
"Hombres (034)",1017,792,97,70,58
"Mujeres (035)",298,252,18,14,14
,,,,,
"RURAL (036)",2166,1361,567,194,44
"Hombres (037)",1844,1167,495,151,31
"Mujeres (038)",322,194,72,43,13
"De 06 a 14 años (039)",35,14,14,7,
"Hombres (040)",29,12,10,7,
"Mujeres (041)",6,2,4,,
"De 15 a 29 años (042)",764,461,220,69,14
"Hombres (043)",640,384,191,54,11
"Mujeres (044)",124,77,29,15,3
"De 30 a 44 años (045)",682,429,162,71,20
"Hombres (046)",565,360,135,55,15
"Mujeres (047)",117,69,27,16,5
"De 45 a 64 años (048)",570,367,150,43,10
"Hombres (049)",500,325,138,32,5
"Mujeres (050)",70,42,12,11,5
"De 65 y más años (051)",115,90,21,4,
"Hombres (052)",110,86,21,3,
"Mujeres (053)",5,4,,1,
