"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia CUTERVO",,,,,,,,,
"Viviendas particulares (001)",31110,6894,5397,1055,14,7247,9187,997,319
"Ocupantes presentes (002)",137853,29803,24537,4725,53,32370,41414,3695,1256
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",28439,6750,5352,989,14,6147,8060,833,294
"Ocupantes presentes (005)",126202,29154,24386,4435,53,27524,36443,3050,1157
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",70,56,14,,,,,,
"Ocupantes presentes (008)",316,272,44,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",53,39,11,,,,,3,
"Ocupantes presentes (011)",221,178,34,,,,,9,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",68,39,13,1,,4,4,6,1
"Ocupantes presentes (014)",300,162,50,6,,34,18,25,5
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2452,,,64,,1095,1118,152,23
"Ocupantes presentes (017)",10716,,,278,,4811,4939,595,93
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",4,4,,,,,,,
"Ocupantes presentes (020)",15,15,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",21,6,7,1,,,4,3,
"Ocupantes presentes (023)",80,22,23,6,,,13,16,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",3,,,,,1,1,,1
"Ocupantes presentes (026)",3,,,,,1,1,,1
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",6374,4253,662,135,4,239,706,284,91
"Ocupantes presentes (029)",26520,18122,2757,537,14,992,2757,1012,329
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",6170,4111,621,134,4,234,701,275,90
"Ocupantes presentes (032)",25641,17481,2622,531,14,957,2734,978,324
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",70,56,14,,,,,,
"Ocupantes presentes (035)",316,272,44,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",53,39,11,,,,,3,
"Ocupantes presentes (038)",221,178,34,,,,,9,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",68,39,13,1,,4,4,6,1
"Ocupantes presentes (041)",300,162,50,6,,34,18,25,5
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",4,4,,,,,,,
"Ocupantes presentes (047)",15,15,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",8,4,3,,,,1,,
"Ocupantes presentes (050)",26,14,7,,,,5,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,1,,,
"Ocupantes presentes (053)",1,,,,,1,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",24736,2641,4735,920,10,7008,8481,713,228
"Ocupantes presentes (056)",111333,11681,21780,4188,39,31378,38657,2683,927
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",22269,2639,4731,855,10,5913,7359,558,204
"Ocupantes presentes (059)",100561,11673,21764,3904,39,26567,33709,2072,833
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2452,,,64,,1095,1118,152,23
"Ocupantes presentes (071)",10716,,,278,,4811,4939,595,93
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",13,2,4,1,,,3,3,
"Ocupantes presentes (077)",54,8,16,6,,,8,16,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",2,,,,,,1,,1
"Ocupantes presentes (080)",2,,,,,,1,,1
