"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia LAMPA",,,,,,,,,
"Viviendas particulares (001)",233,92,49,12,38,3,8,13,18
"Ocupantes presentes (002)",922,319,213,73,134,9,30,61,83
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",230,92,49,11,36,3,8,13,18
"Ocupantes presentes (005)",915,319,213,69,131,9,30,61,83
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",1,,,1,,,,,
"Ocupantes presentes (008)",4,,,4,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2,,,,2,,,,
"Ocupantes presentes (017)",3,,,,3,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",218,91,39,10,36,3,8,13,18
"Ocupantes presentes (029)",874,313,176,71,131,9,30,61,83
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",217,91,39,9,36,3,8,13,18
"Ocupantes presentes (032)",870,313,176,67,131,9,30,61,83
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",1,,,1,,,,,
"Ocupantes presentes (035)",4,,,4,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",15,1,10,2,2,,,,
"Ocupantes presentes (056)",48,6,37,2,3,,,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",13,1,10,2,,,,,
"Ocupantes presentes (059)",45,6,37,2,,,,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2,,,,2,,,,
"Ocupantes presentes (071)",3,,,,3,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
