"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia JULCAN",,,
"Viviendas particulares (001)",2571,1707,864
"Ocupantes presentes (002)",10118,6802,3316
"Casa independiente",,,
"Viviendas particulares (004)",2565,1703,862
"Ocupantes presentes (005)",10103,6792,3311
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",4,2,2
"Ocupantes presentes (014)",10,5,5
"Choza o cabaña",,,
"Viviendas particulares (016)",2,2,
"Ocupantes presentes (017)",5,5,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",797,351,446
"Ocupantes presentes (029)",2903,1362,1541
"Casa independiente",,,
"Viviendas particulares (031)",793,349,444
"Ocupantes presentes (032)",2893,1357,1536
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",4,2,2
"Ocupantes presentes (041)",10,5,5
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",1774,1356,418
"Ocupantes presentes (056)",7215,5440,1775
"Casa independiente",,,
"Viviendas particulares (058)",1772,1354,418
"Ocupantes presentes (059)",7210,5435,1775
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",2,2,
"Ocupantes presentes (071)",5,5,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
