"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SIHUAS (000)",426,122,304
"Sin nivel (001)",53,9,44
"Educación inicial (002)",2,1,1
"Primaria (003)",135,20,115
"Secundaria (004)",133,59,74
"Superior no univ. incompleta (005)",25,9,16
"Superior no univ. completa (006)",38,15,23
"Superior univ. incompleta (007)",18,2,16
"Superior univ. completa (008)",22,7,15
"De 14 a 29 años (010)",202,97,105
"Sin nivel (011)",10,4,6
"Educación inicial (012)",2,1,1
"Primaria (013)",34,15,19
"Secundaria (014)",96,53,43
"Superior no univ. incompleta (015)",18,6,12
"Superior no univ. completa (016)",24,11,13
"Superior univ. incompleta (017)",10,2,8
"Superior univ. completa (018)",8,5,3
"De 30 a 44 años (020)",116,21,95
"Sin nivel (021)",15,4,11
"Primaria (023)",40,4,36
"Secundaria (024)",26,5,21
"Superior no univ. incompleta (025)",6,3,3
"Superior no univ. completa (026)",13,4,9
"Superior univ. incompleta (027)",6,,6
"Superior univ. completa (028)",10,1,9
"De 45 a 64 años (030)",83,4,79
"Sin nivel (031)",19,1,18
"Primaria (033)",47,1,46
"Secundaria (034)",10,1,9
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",1,,1
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",4,1,3
"De 65 y más años (040)",25,,25
"Sin nivel (041)",9,,9
"Primaria (043)",14,,14
"Secundaria (044)",1,,1
"Superior univ. incompleta (047)",1,,1
,,,
"AREA URBANA (050)",180,60,120
"Sin nivel (051)",6,2,4
"Educación inicial (052)",1,1,
"Primaria (053)",42,7,35
"Secundaria (054)",57,27,30
"Superior no univ. incompleta (055)",14,5,9
"Superior no univ. completa (056)",28,13,15
"Superior univ. incompleta (057)",16,2,14
"Superior univ. completa (058)",16,3,13
"De 14 a 29 años (060)",86,47,39
"Educación inicial (062)",1,1,
"Primaria (063)",11,7,4
"Secundaria (064)",40,25,15
"Superior no univ. incompleta (065)",8,2,6
"Superior no univ. completa (066)",16,9,7
"Superior univ. incompleta (067)",8,2,6
"Superior univ. completa (068)",2,1,1
"De 30 a 44 años (070)",63,12,51
"Sin nivel (071)",4,2,2
"Primaria (073)",14,,14
"Secundaria (074)",12,2,10
"Superior no univ. incompleta (075)",5,3,2
"Superior no univ. completa (076)",12,4,8
"Superior univ. incompleta (077)",6,,6
"Superior univ. completa (078)",10,1,9
"De 45 a 64 años (080)",20,1,19
"Sin nivel (081)",1,,1
"Primaria (083)",8,,8
"Secundaria (084)",5,,5
"Superior no univ. incompleta (085)",1,,1
"Superior univ. incompleta (087)",1,,1
"Superior univ. completa (088)",4,1,3
"De 65 y más años (090)",11,,11
"Sin nivel (091)",1,,1
"Primaria (093)",9,,9
"Superior univ. incompleta (097)",1,,1
,,,
"AREA RURAL (100)",246,62,184
"Sin nivel (101)",47,7,40
"Educación inicial (102)",1,,1
"Primaria (103)",93,13,80
"Secundaria (104)",76,32,44
"Superior no univ. incompleta (105)",11,4,7
"Superior no univ. completa (106)",10,2,8
"Superior univ. incompleta (107)",2,,2
"Superior univ. completa (108)",6,4,2
"De 14 a 29 años (110)",116,50,66
"Sin nivel (111)",10,4,6
"Educación inicial (112)",1,,1
"Primaria (113)",23,8,15
"Secundaria (114)",56,28,28
"Superior no univ. incompleta (115)",10,4,6
"Superior no univ. completa (116)",8,2,6
"Superior univ. incompleta (117)",2,,2
"Superior univ. completa (118)",6,4,2
"De 30 a 44 años (120)",53,9,44
"Sin nivel (121)",11,2,9
"Primaria (123)",26,4,22
"Secundaria (124)",14,3,11
"Superior no univ. incompleta (125)",1,,1
"Superior no univ. completa (126)",1,,1
"De 45 a 64 años (130)",63,3,60
"Sin nivel (131)",18,1,17
"Primaria (133)",39,1,38
"Secundaria (134)",5,1,4
"Superior no univ. completa (136)",1,,1
"De 65 y más años (140)",14,,14
"Sin nivel (141)",8,,8
"Primaria (143)",5,,5
"Secundaria (144)",1,,1
