"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ESPINAR (000)",57048,9379,1713,25491,15737,1477,1481,729,1041
"Jefe o Jefa (001)",16792,2614,10,7551,4605,552,682,251,527
"Esposa(o)/ compa¤era(o) (002)",8936,1926,13,4539,1777,160,285,71,165
"Hijo(a)/ hijastro(a) (003)",24771,3513,1459,11013,7420,575,321,289,181
"Yerno/ nuera (004)",494,6,,137,251,28,43,14,15
"Nieto(a) (005)",1549,436,138,680,269,8,7,8,3
"Padres/ suegros (006)",604,413,,157,25,,2,2,5
"Otro(a) pariente (007)",2831,372,83,1149,976,79,65,55,52
"Trabajador(a) del hogar (008)",102,13,,32,52,1,,2,2
"Pensionista (009)",34,1,,5,10,5,3,2,8
"Otro(a) no pariente (010)",935,85,10,228,352,69,73,35,83
"Hombres (012)",27982,3083,884,11934,9229,906,881,428,637
"Jefe o Jefa (013)",11309,847,2,5279,3626,399,539,195,422
"Esposa(o)/ compa¤era(o) (014)",661,36,,226,277,40,48,14,20
"Hijo(a)/ hijastro(a) (015)",12906,1735,761,5312,4305,353,192,148,100
"Yerno/ nuera (016)",167,,,28,93,12,22,9,3
"Nieto(a) (017)",809,231,73,340,151,5,3,4,2
"Padres/ suegros (018)",174,61,,93,14,,1,2,3
"Otro(a) pariente (019)",1432,138,44,543,556,49,41,33,28
"Trabajador(a) del hogar (020)",15,4,,2,7,,,2,
"Pensionista (021)",21,,,3,6,1,2,2,7
"Otro(a) no pariente (022)",488,31,4,108,194,47,33,19,52
"Mujeres (024)",29066,6296,829,13557,6508,571,600,301,404
"Jefe o Jefa (025)",5483,1767,8,2272,979,153,143,56,105
"Esposa(o)/ compa¤era(o) (026)",8275,1890,13,4313,1500,120,237,57,145
"Hijo(a)/ hijastro(a) (027)",11865,1778,698,5701,3115,222,129,141,81
"Yerno/ nuera (028)",327,6,,109,158,16,21,5,12
"Nieto(a) (029)",740,205,65,340,118,3,4,4,1
"Padres/ suegros (030)",430,352,,64,11,,1,,2
"Otro(a) pariente (031)",1399,234,39,606,420,30,24,22,24
"Trabajador(a) del hogar (032)",87,9,,30,45,1,,,2
"Pensionista (033)",13,1,,2,4,4,1,,1
"Otro(a) no pariente (034)",447,54,6,120,158,22,40,16,31
,,,,,,,,,
"URBANA (036)",25201,2854,770,9106,8491,1135,1247,633,965
"Jefe o Jefa (037)",7417,571,2,2334,2748,465,586,221,490
"Esposa(o)/ compa¤era(o) (038)",3571,305,4,1429,1197,145,263,66,162
"Hijo(a)/ hijastro(a) (039)",10554,1471,670,4230,3207,366,223,235,152
"Yerno/ nuera (040)",242,2,,16,142,21,36,12,13
"Nieto(a) (041)",522,129,43,215,114,4,7,7,3
"Padres/ suegros (042)",288,179,,82,19,,2,1,5
"Otro(a) pariente (043)",1717,145,45,626,685,62,55,52,47
"Trabajador(a) del hogar (044)",77,2,,22,48,1,,2,2
"Pensionista (045)",33,1,,4,10,5,3,2,8
"Otro(a) no pariente (046)",780,49,6,148,321,66,72,35,83
