"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia YUNGUYO (000)",45237,10229,2266,735,32040
"Sin Nivel (001)",8521,1967,180,72,6307
"Educación Inicial (002)",1214,766,58,23,370
"Primaria (003)",17394,4919,607,232,11649
"Secundaria (004)",14297,2416,597,201,11089
"Sup. no Univ. Incompleta (005)",1009,54,70,46,839
"Sup. no Univ. Completa (006)",986,35,294,52,607
"Sup. Univ. Incompleta (007)",766,21,84,50,611
"Sup. Univ. Completa (008)",1050,51,376,59,568
"Hombres (010)",22259,4940,1175,461,15695
"Sin Nivel (011)",2542,839,76,33,1595
"Educación Inicial (012)",580,372,27,12,170
"Primaria (013)",8562,2431,285,130,5720
"Secundaria (014)",8195,1207,296,126,6568
"Sup. no Univ. Incompleta (015)",616,28,38,31,519
"Sup. no Univ. Completa (016)",591,15,170,43,363
"Sup. Univ. Incompleta (017)",497,15,51,44,387
"Sup. Univ. Completa (018)",676,33,232,42,373
"Mujeres (020)",22978,5289,1091,274,16345
"Sin Nivel (021)",5979,1128,104,39,4712
"Educación Inicial (022)",634,394,31,11,200
"Primaria (023)",8832,2488,322,102,5929
"Secundaria (024)",6102,1209,301,75,4521
"Sup. no Univ. Incompleta (025)",393,26,32,15,320
"Sup. no Univ. Completa (026)",395,20,124,9,244
"Sup. Univ. Incompleta (027)",269,6,33,6,224
"Sup. Univ. Completa (028)",374,18,144,17,195
,,,,,
"URBANA (030)",16533,3163,1694,413,11276
"Sin Nivel (031)",1917,462,106,25,1325
"Educación Inicial (032)",454,246,44,12,152
"Primaria (033)",5503,1450,410,106,3541
"Secundaria (034)",5877,870,433,120,4456
"Sup. no Univ. Incompleta (035)",662,43,58,32,529
"Sup. no Univ. Completa (036)",737,31,248,39,421
"Sup. Univ. Incompleta (037)",517,17,69,26,405
"Sup. Univ. Completa (038)",866,44,326,53,447
"Hombres (040)",8115,1539,849,234,5498
"Sin Nivel (041)",593,213,50,9,321
"Educación Inicial (042)",221,120,23,6,72
"Primaria (043)",2522,717,181,48,1577
"Secundaria (044)",3136,415,200,66,2455
"Sup. no Univ. Incompleta (045)",390,23,32,19,316
"Sup. no Univ. Completa (046)",409,13,135,30,231
"Sup. Univ. Incompleta (047)",321,12,40,20,249
"Sup. Univ. Completa (048)",523,26,188,36,277
"Mujeres (050)",8418,1624,845,179,5778
"Sin Nivel (051)",1324,249,56,16,1004
"Educación Inicial (052)",233,126,21,6,80
"Primaria (053)",2981,733,229,58,1964
"Secundaria (054)",2741,455,233,54,2001
"Sup. no Univ. Incompleta (055)",272,20,26,13,213
"Sup. no Univ. Completa (056)",328,18,113,9,190
"Sup. Univ. Incompleta (057)",196,5,29,6,156
"Sup. Univ. Completa (058)",343,18,138,17,170
,,,,,
"RURAL (060)",28704,7066,572,322,20764
"Sin Nivel (061)",6604,1505,74,47,4982
"Educación Inicial (062)",760,520,14,11,218
"Primaria (063)",11891,3469,197,126,8108
"Secundaria (064)",8420,1546,164,81,6633
"Sup. no Univ. Incompleta (065)",347,11,12,14,310
"Sup. no Univ. Completa (066)",249,4,46,13,186
"Sup. Univ. Incompleta (067)",249,4,15,24,206
"Sup. Univ. Completa (068)",184,7,50,6,121
"Hombres (070)",14144,3401,326,227,10197
"Sin Nivel (071)",1949,626,26,24,1274
"Educación Inicial (072)",359,252,4,6,98
"Primaria (073)",6040,1714,104,82,4143
"Secundaria (074)",5059,792,96,60,4113
"Sup. no Univ. Incompleta (075)",226,5,6,12,203
"Sup. no Univ. Completa (076)",182,2,35,13,132
"Sup. Univ. Incompleta (077)",176,3,11,24,138
"Sup. Univ. Completa (078)",153,7,44,6,96
"Mujeres (080)",14560,3665,246,95,10567
"Sin Nivel (081)",4655,879,48,23,3708
"Educación Inicial (082)",401,268,10,5,120
"Primaria (083)",5851,1755,93,44,3965
"Secundaria (084)",3361,754,68,21,2520
"Sup. no Univ. Incompleta (085)",121,6,6,2,107
"Sup. no Univ. Completa (086)",67,2,11,,54
"Sup. Univ. Incompleta (087)",73,1,4,,68
"Sup. Univ. Completa (088)",31,,6,,25
