"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia YUNGUYO (000)",19018,16947,1122,346,603
"Empleado (001)",1512,413,272,269,558
"Obrero (002)",1424,1088,238,57,41
"Trabajador independiente (003)",11514,11080,434,,
"Empleador o patrono (004)",133,99,23,9,2
"Trabajador familiar no remunerado (005)",4192,4024,155,11,2
"Trabajador del hogar (006)",243,243,,,
"De 06 a 14 años (008)",229,222,6,,1
"Empleado (009)",8,6,1,,1
"Obrero (010)",6,6,,,
"Trabajador independiente (011)",38,36,2,,
"Empleador o patrono (012)",1,1,,,
"Trabajador familiar no remunerado (013)",168,165,3,,
"Trabajador del hogar (014)",8,8,,,
"De 15 a 29 años (016)",4710,4140,361,77,132
"Empleado (017)",422,188,66,49,119
"Obrero (018)",440,323,85,20,12
"Trabajador independiente (019)",2405,2267,138,,
"Empleador o patrono (020)",51,37,11,2,1
"Trabajador familiar no remunerado (021)",1256,1189,61,6,
"Trabajador del hogar (022)",136,136,,,
"De 30 a 44 años (024)",5845,4999,431,143,272
"Empleado (025)",655,137,142,122,254
"Obrero (026)",444,343,73,12,16
"Trabajador independiente (027)",3562,3401,161,,
"Empleador o patrono (028)",41,28,7,6,
"Trabajador familiar no remunerado (029)",1086,1033,48,3,2
"Trabajador del hogar (030)",57,57,,,
"De 45 a 64 años (032)",5789,5193,285,120,191
"Empleado (033)",408,72,60,96,180
"Obrero (034)",433,326,75,22,10
"Trabajador independiente (035)",3718,3607,111,,
"Empleador o patrono (036)",32,27,3,1,1
"Trabajador familiar no remunerado (037)",1167,1130,36,1,
"Trabajador del hogar (038)",31,31,,,
"De 65 y más años (040)",2445,2393,39,6,7
"Empleado (041)",19,10,3,2,4
"Obrero (042)",101,90,5,3,3
"Trabajador independiente (043)",1791,1769,22,,
"Empleador o patrono (044)",8,6,2,,
"Trabajador familiar no remunerado (045)",515,507,7,1,
"Trabajador del hogar (046)",11,11,,,
,,,,,
"URBANA (048)",6626,5460,491,258,417
"Empleado (049)",1097,273,214,221,389
"Obrero (050)",462,370,44,23,25
"Trabajador independiente (051)",3808,3628,180,,
"Empleador o patrono (052)",71,56,8,6,1
"Trabajador familiar no remunerado (053)",1035,980,45,8,2
"Trabajador del hogar (054)",153,153,,,
