"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ANGARAES (000)",51723,11965,1999,23173,11543,673,561,714,1095
"Quechua (001)",40669,10648,1455,19406,8075,335,218,231,301
"Aymara (002)",62,24,5,20,10,3,,,
"Ashaninca (003)",7,3,1,2,1,,,,
"Otra lengua nativa (004)",7,2,,3,2,,,,
"Castellano (005)",10922,1249,537,3731,3451,334,343,483,794
"Es sordomudo/a (007)",56,39,1,11,4,1,,,
"Hombres (009)",25232,4082,935,11599,6820,413,312,431,640
"Quechua (010)",19616,3446,681,9742,5037,214,134,155,207
"Aymara (011)",26,6,2,11,5,2,,,
"Ashaninca (012)",6,3,1,1,1,,,,
"Otra lengua nativa (013)",2,,,2,,,,,
"Castellano (014)",5551,609,250,1835,1774,196,178,276,433
"Es sordomudo/a (016)",31,18,1,8,3,1,,,
"Mujeres (018)",26491,7883,1064,11574,4723,260,249,283,455
"Quechua (019)",21053,7202,774,9664,3038,121,84,76,94
"Aymara (020)",36,18,3,9,5,1,,,
"Ashaninca (021)",1,,,1,,,,,
"Otra lengua nativa (022)",5,2,,1,2,,,,
"Castellano (023)",5371,640,287,1896,1677,138,165,207,361
"Es sordomudo/a (025)",25,21,,3,1,,,,
,,,,,,,,,
"URBANA (027)",15144,2352,510,5769,4190,400,442,547,934
"Quechua (028)",8323,1710,222,3766,2005,138,142,131,209
"Aymara (029)",19,4,1,9,4,1,,,
"Ashaninca (030)",2,1,,,1,,,,
"Otra lengua nativa (031)",1,,,1,,,,,
"Castellano (032)",6778,622,287,1989,2179,260,300,416,725
"Es sordomudo/a (034)",21,15,,4,1,1,,,
"Hombres (036)",7360,760,218,2792,2248,239,249,322,532
"Quechua (037)",3931,463,94,1815,1158,87,90,84,140
"Aymara (038)",11,1,1,6,3,,,,
"Ashaninca (039)",2,1,,,1,,,,
"Otra lengua nativa (040)",1,,,1,,,,,
"Castellano (041)",3402,287,123,967,1085,151,159,238,392
"Es sordomudo/a (043)",13,8,,3,1,1,,,
"Mujeres (045)",7784,1592,292,2977,1942,161,193,225,402
"Quechua (046)",4392,1247,128,1951,847,51,52,47,69
"Aymara (047)",8,3,,3,1,1,,,
"Castellano (050)",3376,335,164,1022,1094,109,141,178,333
"Es sordomudo/a (052)",8,7,,1,,,,,
,,,,,,,,,
"RURAL (054)",36579,9613,1489,17404,7353,273,119,167,161
"Quechua (055)",32346,8938,1233,15640,6070,197,76,100,92
"Aymara (056)",43,20,4,11,6,2,,,
"Ashaninca (057)",5,2,1,2,,,,,
"Otra lengua nativa (058)",6,2,,2,2,,,,
"Castellano (059)",4144,627,250,1742,1272,74,43,67,69
"Es sordomudo/a (061)",35,24,1,7,3,,,,
"Hombres (063)",17872,3322,717,8807,4572,174,63,109,108
"Quechua (064)",15685,2983,587,7927,3879,127,44,71,67
"Aymara (065)",15,5,1,5,2,2,,,
"Ashaninca (066)",4,2,1,1,,,,,
"Otra lengua nativa (067)",1,,,1,,,,,
"Castellano (068)",2149,322,127,868,689,45,19,38,41
"Es sordomudo/a (070)",18,10,1,5,2,,,,
"Mujeres (072)",18707,6291,772,8597,2781,99,56,58,53
"Quechua (073)",16661,5955,646,7713,2191,70,32,29,25
"Aymara (074)",28,15,3,6,4,,,,
"Ashaninca (075)",1,,,1,,,,,
"Otra lengua nativa (076)",5,2,,1,2,,,,
"Castellano (077)",1995,305,123,874,583,29,24,29,28
"Es sordomudo/a (079)",17,14,,2,1,,,,
