"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia ASUNCION (000)",6543,1119,1060,1116,1001,707,1540
"Conviviente (001)",1137,14,268,421,211,115,108
"Separado(a) (002)",127,3,14,36,20,15,39
"Casado(a) (003)",2550,7,67,447,663,496,870
"Viudo(a) (004)",501,,2,11,34,43,411
"Divorciado(a) (005)",16,,,1,1,2,12
"Soltero(a) (006)",2212,1095,709,200,72,36,100
"Hombres (008)",3076,562,535,522,480,326,651
"Conviviente (009)",550,8,93,216,121,53,59
"Separado(a) (010)",30,3,1,4,4,4,14
"Casado(a) (011)",1233,4,16,187,317,243,466
"Viudo(a) (012)",71,,,2,4,3,62
"Divorciado(a) (013)",6,,,1,,2,3
"Soltero(a) (014)",1186,547,425,112,34,21,47
"Mujeres (016)",3467,557,525,594,521,381,889
"Conviviente (017)",587,6,175,205,90,62,49
"Separado(a) (018)",97,,13,32,16,11,25
"Casado(a) (019)",1317,3,51,260,346,253,404
"Viudo(a) (020)",430,,2,9,30,40,349
"Divorciado(a) (021)",10,,,,1,,9
"Soltero(a) (022)",1026,548,284,88,38,15,53
,,,,,,,
"URBANA (024)",1581,239,229,411,318,148,236
"Conviviente (025)",360,6,68,160,73,34,19
"Separado(a) (026)",39,1,2,12,8,5,11
"Casado(a) (027)",595,5,13,156,207,93,121
"Viudo(a) (028)",72,,,1,5,4,62
"Divorciado(a) (029)",3,,,,,1,2
"Soltero(a) (030)",512,227,146,82,25,11,21
"Hombres (032)",778,129,120,188,155,81,105
"Conviviente (033)",179,4,24,78,42,20,11
"Separado(a) (034)",12,1,,3,1,2,5
"Casado(a) (035)",290,4,2,65,101,51,67
"Viudo(a) (036)",12,,,1,1,,10
"Divorciado(a) (037)",2,,,,,1,1
"Soltero(a) (038)",283,120,94,41,10,7,11
"Mujeres (040)",803,110,109,223,163,67,131
"Conviviente (041)",181,2,44,82,31,14,8
"Separado(a) (042)",27,,2,9,7,3,6
"Casado(a) (043)",305,1,11,91,106,42,54
"Viudo(a) (044)",60,,,,4,4,52
"Divorciado(a) (045)",1,,,,,,1
"Soltero(a) (046)",229,107,52,41,15,4,10
,,,,,,,
"RURAL (048)",4962,880,831,705,683,559,1304
"Conviviente (049)",777,8,200,261,138,81,89
"Separado(a) (050)",88,2,12,24,12,10,28
"Casado(a) (051)",1955,2,54,291,456,403,749
"Viudo(a) (052)",429,,2,10,29,39,349
"Divorciado(a) (053)",13,,,1,1,1,10
"Soltero(a) (054)",1700,868,563,118,47,25,79
"Hombres (056)",2298,433,415,334,325,245,546
"Conviviente (057)",371,4,69,138,79,33,48
"Separado(a) (058)",18,2,1,1,3,2,9
"Casado(a) (059)",943,,14,122,216,192,399
"Viudo(a) (060)",59,,,1,3,3,52
"Divorciado(a) (061)",4,,,1,,1,2
"Soltero(a) (062)",903,427,331,71,24,14,36
"Mujeres (064)",2664,447,416,371,358,314,758
"Conviviente (065)",406,4,131,123,59,48,41
"Separado(a) (066)",70,,11,23,9,8,19
"Casado(a) (067)",1012,2,40,169,240,211,350
"Viudo(a) (068)",370,,2,9,26,36,297
"Divorciado(a) (069)",9,,,,1,,8
"Soltero(a) (070)",797,441,232,47,23,11,43
