"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia PALPA (000)",5347,867,2090,1715,125,286,87,177
"Agric., ganadería, caza y silvicultura (001)",2403,12,1624,509,93,165,,
"Pesca (002)",5,,,5,,,,
"Explotación de minas y canteras (003)",303,9,137,145,4,8,,
"Industrias manufactureras (004)",133,7,42,74,2,8,,
"Suministro de electricidad, gas y agua (005)",8,4,4,,,,,
"Construcción (006)",175,8,118,45,4,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",678,80,14,509,10,65,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",64,8,8,44,3,1,,
"Comercio al por mayor (009)",30,7,2,15,1,5,,
"Comercio al por menor (010)",584,65,4,450,6,59,,
"Hoteles y restaurantes (011)",195,55,8,109,5,18,,
"Trans., almac. y comunicaciones (012)",258,51,28,173,2,4,,
"Intermediación financiera (013)",12,10,,2,,,,
"Activid.inmobil., empres. y alquileres (014)",130,85,8,34,2,1,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",148,122,26,,,,,
"Enseñanza (016)",281,255,,26,,,,
"Servicios sociales y de salud (017)",118,103,3,12,,,,
"Otras activ. serv.comun.soc y personales (018)",95,37,6,47,,5,,
"Hogares privados con servicio doméstico (019)",87,,,,,,87,
"Actividad economica no especificada (021)",141,29,72,25,3,12,,
"Desocupado (022)",177,,,,,,,177
"Hombres (023)",3570,431,1550,1204,102,144,13,126
"Agric., ganadería, caza y silvicultura (024)",1785,10,1150,454,81,90,,
"Pesca (025)",5,,,5,,,,
"Explotación de minas y canteras (026)",278,7,125,138,3,5,,
"Industrias manufactureras (027)",93,5,33,48,2,5,,
"Suministro de electricidad, gas y agua (028)",7,3,4,,,,,
"Construcción (029)",172,6,117,45,4,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",311,39,12,231,5,24,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",58,6,7,43,2,,,
"Comercio al por mayor (032)",21,6,2,10,1,2,,
"Comercio al por menor (033)",232,27,3,178,2,22,,
"Hoteles y restaurantes (034)",49,10,1,28,2,8,,
"Trans., almac. y comunicaciones (035)",237,37,24,170,2,4,,
"Intermediación financiera (036)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (037)",102,66,7,26,2,1,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",104,78,26,,,,,
"Enseñanza (039)",93,88,,5,,,,
"Servicios sociales y de salud (040)",50,42,1,7,,,,
"Otras activ. serv.comun.soc y personales (041)",58,22,5,30,,1,,
"Hogares privados con servicio doméstico (042)",13,,,,,,13,
"Actividad economica no especificada (044)",83,14,45,17,1,6,,
"Desocupado (045)",126,,,,,,,126
"Mujeres (046)",1777,436,540,511,23,142,74,51
"Agric., ganadería, caza y silvicultura (047)",618,2,474,55,12,75,,
"Explotación de minas y canteras (049)",25,2,12,7,1,3,,
"Industrias manufactureras (050)",40,2,9,26,,3,,
"Suministro de electricidad, gas y agua (051)",1,1,,,,,,
"Construcción (052)",3,2,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",367,41,2,278,5,41,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",6,2,1,1,1,1,,
"Comercio al por mayor (055)",9,1,,5,,3,,
"Comercio al por menor (056)",352,38,1,272,4,37,,
"Hoteles y restaurantes (057)",146,45,7,81,3,10,,
"Trans., almac. y comunicaciones (058)",21,14,4,3,,,,
"Intermediación financiera (059)",8,6,,2,,,,
"Activid.inmobil., empres. y alquileres (060)",28,19,1,8,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",44,44,,,,,,
"Enseñanza (062)",188,167,,21,,,,
"Servicios sociales y de salud (063)",68,61,2,5,,,,
"Otras activ. serv.comun.soc y personales (064)",37,15,1,17,,4,,
"Hogares privados con servicio doméstico (065)",74,,,,,,74,
"Actividad economica no especificada (067)",58,15,27,8,2,6,,
"Desocupado (068)",51,,,,,,,51
,,,,,,,,
"URBANA (069)",3494,722,1204,1167,51,170,60,120
"Agric., ganadería, caza y silvicultura (070)",1204,10,877,223,26,68,,
"Pesca (071)",4,,,4,,,,
"Explotación de minas y canteras (072)",112,3,62,44,2,1,,
"Industrias manufactureras (073)",124,6,39,69,2,8,,
"Suministro de electricidad, gas y agua (074)",7,3,4,,,,,
"Construcción (075)",139,5,97,36,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",598,73,13,442,10,60,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",58,7,7,41,3,,,
"Comercio al por mayor (078)",28,7,2,13,1,5,,
"Comercio al por menor (079)",512,59,4,388,6,55,,
"Hoteles y restaurantes (080)",162,50,4,87,5,16,,
"Trans., almac. y comunicaciones (081)",208,42,15,146,2,3,,
"Intermediación financiera (082)",11,9,,2,,,,
"Activid.inmobil., empres. y alquileres (083)",95,60,4,28,2,1,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",128,104,24,,,,,
"Enseñanza (085)",227,209,,18,,,,
"Servicios sociales y de salud (086)",105,92,3,10,,,,
"Otras activ. serv.comun.soc y personales (087)",78,32,2,39,,5,,
"Hogares privados con servicio doméstico (088)",60,,,,,,60,
"Actividad economica no especificada (090)",112,24,60,19,1,8,,
"Desocupado (091)",120,,,,,,,120
"Hombres (092)",2191,360,857,754,39,88,5,88
"Agric., ganadería, caza y silvicultura (093)",846,8,582,192,22,42,,
"Pesca (094)",4,,,4,,,,
"Explotación de minas y canteras (095)",107,3,58,43,2,1,,
"Industrias manufactureras (096)",88,4,31,46,2,5,,
"Suministro de electricidad, gas y agua (097)",7,3,4,,,,,
"Construcción (098)",136,3,96,36,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",276,36,11,201,5,23,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",53,5,6,40,2,,,
"Comercio al por mayor (101)",19,6,2,8,1,2,,
"Comercio al por menor (102)",204,25,3,153,2,21,,
"Hoteles y restaurantes (103)",42,10,,23,2,7,,
"Trans., almac. y comunicaciones (104)",190,31,11,143,2,3,,
"Intermediación financiera (105)",3,3,,,,,,
"Activid.inmobil., empres. y alquileres (106)",76,49,4,20,2,1,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",90,66,24,,,,,
"Enseñanza (108)",82,78,,4,,,,
"Servicios sociales y de salud (109)",42,36,1,5,,,,
"Otras activ. serv.comun.soc y personales (110)",46,19,1,25,,1,,
"Hogares privados con servicio doméstico (111)",5,,,,,,5,
"Actividad economica no especificada (113)",63,11,34,12,1,5,,
"Desocupado (114)",88,,,,,,,88
"Mujeres (115)",1303,362,347,413,12,82,55,32
"Agric., ganadería, caza y silvicultura (116)",358,2,295,31,4,26,,
"Explotación de minas y canteras (118)",5,,4,1,,,,
"Industrias manufactureras (119)",36,2,8,23,,3,,
"Construcción (121)",3,2,1,,,,,
