"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TACNA (000)",249452,19178,7293,56744,87474,15583,18907,18564,25709
"Quechua (001)",6365,512,21,1784,2643,399,399,228,379
"Aymara (002)",40756,4723,118,13947,16017,1729,1629,1143,1450
"Ashaninca (003)",74,6,1,21,27,5,7,3,4
"Otra lengua nativa (004)",264,19,8,57,79,24,11,24,42
"Castellano (005)",201750,13830,7136,40902,68661,13422,16849,17152,23798
"Idioma extranjero (006)",109,3,3,13,32,2,11,12,33
"Es sordomudo/a (007)",134,85,6,20,15,2,1,2,3
"Hombres (009)",123473,7556,3716,25945,45901,8242,8919,10109,13085
"Quechua (010)",3023,89,5,653,1435,233,238,132,238
"Aymara (011)",19744,875,46,5686,9246,1142,1019,776,954
"Ashaninca (012)",30,,,8,13,4,1,1,3
"Otra lengua nativa (013)",128,8,5,29,42,9,4,13,18
"Castellano (014)",100405,6531,3657,19550,35140,6851,7649,9175,11852
"Idioma extranjero (015)",63,2,,6,17,2,7,11,18
"Es sordomudo/a (016)",80,51,3,13,8,1,1,1,2
"Mujeres (018)",125979,11622,3577,30799,41573,7341,9988,8455,12624
"Quechua (019)",3342,423,16,1131,1208,166,161,96,141
"Aymara (020)",21012,3848,72,8261,6771,587,610,367,496
"Ashaninca (021)",44,6,1,13,14,1,6,2,1
"Otra lengua nativa (022)",136,11,3,28,37,15,7,11,24
"Castellano (023)",101345,7299,3479,21352,33521,6571,9200,7977,11946
"Idioma extranjero (024)",46,1,3,7,15,,4,1,15
"Es sordomudo/a (025)",54,34,3,7,7,1,,1,1
,,,,,,,,,
"URBANA (027)",233402,17166,6820,51902,81764,14703,18163,17926,24958
"Quechua (028)",6014,480,21,1677,2471,386,389,225,365
"Aymara (029)",36446,3981,103,12324,14492,1611,1519,1066,1350
"Ashaninca (030)",69,4,1,21,24,5,7,3,4
"Otra lengua nativa (031)",264,19,8,57,79,24,11,24,42
"Castellano (032)",190376,12603,6678,37790,64652,12673,16225,16594,23161
"Idioma extranjero (033)",109,3,3,13,32,2,11,12,33
"Es sordomudo/a (034)",124,76,6,20,14,2,1,2,3
"Hombres (036)",114589,6807,3466,23416,42460,7687,8454,9706,12593
"Quechua (037)",2802,82,5,598,1307,223,230,132,225
"Aymara (038)",17345,677,37,4803,8242,1053,935,721,877
"Ashaninca (039)",30,,,8,13,4,1,1,3
"Otra lengua nativa (040)",128,8,5,29,42,9,4,13,18
"Castellano (041)",94149,5995,3416,17959,32831,6395,7276,8827,11450
"Idioma extranjero (042)",63,2,,6,17,2,7,11,18
"Es sordomudo/a (043)",72,43,3,13,8,1,1,1,2
"Mujeres (045)",118813,10359,3354,28486,39304,7016,9709,8220,12365
"Quechua (046)",3212,398,16,1079,1164,163,159,93,140
"Aymara (047)",19101,3304,66,7521,6250,558,584,345,473
"Ashaninca (048)",39,4,1,13,11,1,6,2,1
"Otra lengua nativa (049)",136,11,3,28,37,15,7,11,24
"Castellano (050)",96227,6608,3262,19831,31821,6278,8949,7767,11711
"Idioma extranjero (051)",46,1,3,7,15,,4,1,15
"Es sordomudo/a (052)",52,33,3,7,6,1,,1,1
,,,,,,,,,
"RURAL (054)",16050,2012,473,4842,5710,880,744,638,751
"Quechua (055)",351,32,,107,172,13,10,3,14
"Aymara (056)",4310,742,15,1623,1525,118,110,77,100
"Ashaninca (057)",5,2,,,3,,,,
"Castellano (059)",11374,1227,458,3112,4009,749,624,558,637
"Es sordomudo/a (061)",10,9,,,1,,,,
"Hombres (063)",8884,749,250,2529,3441,555,465,403,492
"Quechua (064)",221,7,,55,128,10,8,,13
"Aymara (065)",2399,198,9,883,1004,89,84,55,77
"Castellano (068)",6256,536,241,1591,2309,456,373,348,402
"Es sordomudo/a (070)",8,8,,,,,,,
"Mujeres (072)",7166,1263,223,2313,2269,325,279,235,259
"Quechua (073)",130,25,,52,44,3,2,3,1
"Aymara (074)",1911,544,6,740,521,29,26,22,23
"Ashaninca (075)",5,2,,,3,,,,
"Castellano (077)",5118,691,217,1521,1700,293,251,210,235
"Es sordomudo/a (079)",2,1,,,1,,,,
