"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CAÑETE (000)",2960,587,2373
"Sin nivel (001)",64,5,59
"Primaria (003)",485,60,425
"Secundaria (004)",1477,298,1179
"Superior no univ. incompleta (005)",243,65,178
"Superior no univ. completa (006)",351,78,273
"Superior univ. incompleta (007)",124,28,96
"Superior univ. completa (008)",216,53,163
"De 14 a 29 años (010)",1572,485,1087
"Sin nivel (011)",7,1,6
"Primaria (013)",135,43,92
"Secundaria (014)",885,255,630
"Superior no univ. incompleta (015)",165,54,111
"Superior no univ. completa (016)",199,63,136
"Superior univ. incompleta (017)",75,28,47
"Superior univ. completa (018)",106,41,65
"De 30 a 44 años (020)",832,83,749
"Sin nivel (021)",16,2,14
"Primaria (023)",141,15,126
"Secundaria (024)",391,36,355
"Superior no univ. incompleta (025)",55,8,47
"Superior no univ. completa (026)",115,12,103
"Superior univ. incompleta (027)",36,,36
"Superior univ. completa (028)",78,10,68
"De 45 a 64 años (030)",449,19,430
"Sin nivel (031)",24,2,22
"Primaria (033)",147,2,145
"Secundaria (034)",189,7,182
"Superior no univ. incompleta (035)",22,3,19
"Superior no univ. completa (036)",31,3,28
"Superior univ. incompleta (037)",11,,11
"Superior univ. completa (038)",25,2,23
"De 65 y más años (040)",107,,107
"Sin nivel (041)",17,,17
"Primaria (043)",62,,62
"Secundaria (044)",12,,12
"Superior no univ. incompleta (045)",1,,1
"Superior no univ. completa (046)",6,,6
"Superior univ. incompleta (047)",2,,2
"Superior univ. completa (048)",7,,7
,,,
"AREA URBANA (050)",2644,529,2115
"Sin nivel (051)",54,4,50
"Primaria (053)",415,52,363
"Secundaria (054)",1309,268,1041
"Superior no univ. incompleta (055)",227,63,164
"Superior no univ. completa (056)",317,66,251
"Superior univ. incompleta (057)",119,27,92
"Superior univ. completa (058)",203,49,154
"De 14 a 29 años (060)",1401,432,969
"Sin nivel (061)",6,,6
"Primaria (063)",114,37,77
"Secundaria (064)",781,227,554
"Superior no univ. incompleta (065)",154,52,102
"Superior no univ. completa (066)",176,52,124
"Superior univ. incompleta (067)",73,27,46
"Superior univ. completa (068)",97,37,60
"De 30 a 44 años (070)",751,78,673
"Sin nivel (071)",14,2,12
"Primaria (073)",121,13,108
"Secundaria (074)",350,34,316
"Superior no univ. incompleta (075)",51,8,43
"Superior no univ. completa (076)",107,11,96
"Superior univ. incompleta (077)",34,,34
"Superior univ. completa (078)",74,10,64
"De 45 a 64 años (080)",400,19,381
"Sin nivel (081)",20,2,18
"Primaria (083)",126,2,124
"Secundaria (084)",169,7,162
"Superior no univ. incompleta (085)",22,3,19
"Superior no univ. completa (086)",28,3,25
"Superior univ. incompleta (087)",10,,10
"Superior univ. completa (088)",25,2,23
"De 65 y más años (090)",92,,92
"Sin nivel (091)",14,,14
"Primaria (093)",54,,54
"Secundaria (094)",9,,9
"Superior no univ. completa (096)",6,,6
"Superior univ. incompleta (097)",2,,2
"Superior univ. completa (098)",7,,7
,,,
"AREA RURAL (100)",316,58,258
"Sin nivel (101)",10,1,9
"Primaria (103)",70,8,62
"Secundaria (104)",168,30,138
"Superior no univ. incompleta (105)",16,2,14
"Superior no univ. completa (106)",34,12,22
"Superior univ. incompleta (107)",5,1,4
"Superior univ. completa (108)",13,4,9
"De 14 a 29 años (110)",171,53,118
"Sin nivel (111)",1,1,
"Primaria (113)",21,6,15
"Secundaria (114)",104,28,76
"Superior no univ. incompleta (115)",11,2,9
"Superior no univ. completa (116)",23,11,12
"Superior univ. incompleta (117)",2,1,1
"Superior univ. completa (118)",9,4,5
"De 30 a 44 años (120)",81,5,76
"Sin nivel (121)",2,,2
"Primaria (123)",20,2,18
"Secundaria (124)",41,2,39
"Superior no univ. incompleta (125)",4,,4
"Superior no univ. completa (126)",8,1,7
"Superior univ. incompleta (127)",2,,2
"Superior univ. completa (128)",4,,4
"De 45 a 64 años (130)",49,,49
"Sin nivel (131)",4,,4
"Primaria (133)",21,,21
"Secundaria (134)",20,,20
"Superior no univ. completa (136)",3,,3
"Superior univ. incompleta (137)",1,,1
"De 65 y más años (140)",15,,15
"Sin nivel (141)",3,,3
"Primaria (143)",8,,8
"Secundaria (144)",3,,3
"Superior no univ. incompleta (145)",1,,1
