"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PAUCARTAMBO (000)",42069,2758,13175,7269,6152,5112,3290,2161,2152
"Quechua (001)",35996,2238,11044,6032,5289,4459,2991,1957,1986
"Aymara (002)",95,3,10,13,10,14,19,17,9
"Ashaninca (003)",15,2,9,1,1,,,1,1
"Otra lengua nativa (004)",207,10,77,39,17,27,21,5,11
"Castellano (005)",5682,497,2014,1167,824,601,258,178,143
"Idioma extranjero (006)",9,,,3,2,2,,1,1
"Es sordomudo/a (007)",65,8,21,14,9,9,1,2,1
"Hombres (009)",21163,1426,6618,3698,3103,2590,1639,1080,1009
"Quechua (010)",17872,1153,5520,3021,2640,2222,1458,952,906
"Aymara (011)",43,,5,3,4,7,10,7,7
"Ashaninca (012)",7,1,4,1,,,,1,
"Otra lengua nativa (013)",104,2,44,19,9,10,8,3,9
"Castellano (014)",3097,266,1036,642,445,345,163,114,86
"Idioma extranjero (015)",6,,,1,2,2,,1,
"Es sordomudo/a (016)",34,4,9,11,3,4,,2,1
"Mujeres (018)",20906,1332,6557,3571,3049,2522,1651,1081,1143
"Quechua (019)",18124,1085,5524,3011,2649,2237,1533,1005,1080
"Aymara (020)",52,3,5,10,6,7,9,10,2
"Ashaninca (021)",8,1,5,,1,,,,1
"Otra lengua nativa (022)",103,8,33,20,8,17,13,2,2
"Castellano (023)",2585,231,978,525,379,256,95,64,57
"Idioma extranjero (024)",3,,,2,,,,,1
"Es sordomudo/a (025)",31,4,12,3,6,5,1,,
,,,,,,,,,
"URBANA (027)",7909,427,2223,1439,1264,1115,625,417,399
"Quechua (028)",4470,143,1019,735,779,717,459,307,311
"Aymara (029)",30,,1,2,3,6,9,5,4
"Ashaninca (030)",1,,1,,,,,,
"Otra lengua nativa (031)",11,,,1,2,4,4,,
"Castellano (032)",3380,281,1200,696,477,385,153,104,84
"Idioma extranjero (033)",7,,,3,2,2,,,
"Es sordomudo/a (034)",10,3,2,2,1,1,,1,
"Hombres (036)",3928,221,1088,705,595,597,326,205,191
"Quechua (037)",2110,67,477,345,339,374,227,144,137
"Aymara (038)",16,,,,2,5,3,3,3
"Otra lengua nativa (040)",4,,,1,1,,2,,
"Castellano (041)",1788,153,611,356,251,215,94,57,51
"Idioma extranjero (042)",5,,,1,2,2,,,
"Es sordomudo/a (043)",5,1,,2,,1,,1,
"Mujeres (045)",3981,206,1135,734,669,518,299,212,208
"Quechua (046)",2360,76,542,390,440,343,232,163,174
"Aymara (047)",14,,1,2,1,1,6,2,1
"Ashaninca (048)",1,,1,,,,,,
"Otra lengua nativa (049)",7,,,,1,4,2,,
"Castellano (050)",1592,128,589,340,226,170,59,47,33
"Idioma extranjero (051)",2,,,2,,,,,
"Es sordomudo/a (052)",5,2,2,,1,,,,
,,,,,,,,,
"RURAL (054)",34160,2331,10952,5830,4888,3997,2665,1744,1753
"Quechua (055)",31526,2095,10025,5297,4510,3742,2532,1650,1675
"Aymara (056)",65,3,9,11,7,8,10,12,5
"Ashaninca (057)",14,2,8,1,1,,,1,1
"Otra lengua nativa (058)",196,10,77,38,15,23,17,5,11
"Castellano (059)",2302,216,814,471,347,216,105,74,59
"Idioma extranjero (060)",2,,,,,,,1,1
"Es sordomudo/a (061)",55,5,19,12,8,8,1,1,1
"Hombres (063)",17235,1205,5530,2993,2508,1993,1313,875,818
"Quechua (064)",15762,1086,5043,2676,2301,1848,1231,808,769
"Aymara (065)",27,,5,3,2,2,7,4,4
"Ashaninca (066)",7,1,4,1,,,,1,
"Otra lengua nativa (067)",100,2,44,18,8,10,6,3,9
"Castellano (068)",1309,113,425,286,194,130,69,57,35
"Idioma extranjero (069)",1,,,,,,,1,
"Es sordomudo/a (070)",29,3,9,9,3,3,,1,1
"Mujeres (072)",16925,1126,5422,2837,2380,2004,1352,869,935
"Quechua (073)",15764,1009,4982,2621,2209,1894,1301,842,906
"Aymara (074)",38,3,4,8,5,6,3,8,1
"Ashaninca (075)",7,1,4,,1,,,,1
"Otra lengua nativa (076)",96,8,33,20,7,13,11,2,2
"Castellano (077)",993,103,389,185,153,86,36,17,24
"Idioma extranjero (078)",1,,,,,,,,1
"Es sordomudo/a (079)",26,2,10,3,5,5,1,,
