"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Ocupación no especificada (035)",269,,69,95,77,28
,,,,,,
"URBANA (036)",3066,26,686,1341,811,202
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",19,,1,11,7,
"Profes., científicos e intelectuales (038)",754,,80,469,203,2
"Técnicos de nivel medio y trab. asimilados (039)",105,1,33,47,20,4
"Jefes y empleados de oficina (040)",137,,30,63,43,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",398,4,91,156,118,29
"Agricult. trabaj. calif.agrop. y pesqueros (042)",427,,62,140,141,84
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",176,1,45,74,46,10
"Obreros construc., conf., papel, fab., instr. (044)",265,2,92,111,54,6
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",629,18,223,194,137,57
"Otra (046)",54,,2,32,20,
"Ocupación no especificada (047)",102,,27,44,22,9
"Hombres (048)",2023,13,443,838,570,159
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",17,,1,9,7,
"Profes., científicos e intelectuales (050)",391,,40,224,126,1
"Técnicos de nivel medio y trab. asimilados (051)",58,1,22,25,9,1
"Jefes y empleados de oficina (052)",76,,14,35,26,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",177,2,34,69,58,14
"Agricult. trabaj. calif.agrop. y pesqueros (054)",401,,56,132,133,80
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",157,1,44,63,40,9
"Obreros construc., conf., papel, fab., instr. (056)",257,1,91,106,53,6
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",389,8,124,126,88,43
"Otra (058)",54,,2,32,20,
"Ocupación no especificada (059)",46,,15,17,10,4
"Mujeres (060)",1043,13,243,503,241,43
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",2,,,2,,
"Profes., científicos e intelectuales (062)",363,,40,245,77,1
"Técnicos de nivel medio y trab. asimilados (063)",47,,11,22,11,3
"Jefes y empleados de oficina (064)",61,,16,28,17,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",221,2,57,87,60,15
"Agricult. trabaj. calif.agrop. y pesqueros (066)",26,,6,8,8,4
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",19,,1,11,6,1
"Obreros construc., conf., papel, fab., instr. (068)",8,1,1,5,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",240,10,99,68,49,14
"Ocupación no especificada (071)",56,,12,27,12,5
,,,,,,
"RURAL (072)",8056,95,2347,2522,2142,950
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",10,,1,4,5,
"Profes., científicos e intelectuales (074)",330,,36,188,103,3
"Técnicos de nivel medio y trab. asimilados (075)",38,,13,17,8,
"Jefes y empleados de oficina (076)",44,,14,21,8,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",130,1,27,57,38,7
"Agricult. trabaj. calif.agrop. y pesqueros (078)",4081,23,866,1322,1228,642
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",96,,33,42,18,3
"Obreros construc., conf., papel, fab., instr. (080)",71,,40,21,8,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",2957,71,1232,756,644,254
"Otra (082)",1,,,,1,
"Ocupación no especificada (083)",298,,85,94,81,38
"Hombres (084)",6847,85,2008,2118,1810,826
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",8,,1,3,4,
"Profes., científicos e intelectuales (086)",184,,18,103,60,3
"Técnicos de nivel medio y trab. asimilados (087)",22,,9,6,7,
"Jefes y empleados de oficina (088)",30,,9,12,8,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",66,1,12,31,16,6
"Agricult. trabaj. calif.agrop. y pesqueros (090)",3962,23,837,1286,1197,619
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",74,,25,34,13,2
"Obreros construc., conf., papel, fab., instr. (092)",70,,39,21,8,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",2345,61,1030,596,480,178
"Otra (094)",1,,,,1,
"Ocupación no especificada (095)",85,,28,26,16,15
"Mujeres (096)",1209,10,339,404,332,124
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",2,,,1,1,
"Profes., científicos e intelectuales (098)",146,,18,85,43,
"Técnicos de nivel medio y trab. asimilados (099)",16,,4,11,1,
"Jefes y empleados de oficina (100)",14,,5,9,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",64,,15,26,22,1
"Agricult. trabaj. calif.agrop. y pesqueros (102)",119,,29,36,31,23
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",22,,8,8,5,1
"Obreros construc., conf., papel, fab., instr. (104)",1,,1,,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",612,10,202,160,164,76
"Ocupación no especificada (107)",213,,57,68,65,23
