"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUAMANGA (000)",75111,1269,26556,27866,16269,3151
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",178,,14,81,79,4
"Profes., científicos e intelectuales (002)",10569,,2070,5496,2868,135
"Técnicos de nivel medio y trab.asimilados (003)",3796,2,1482,1499,748,65
"Jefes y empleados de oficina (004)",3039,,1095,1241,689,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",12522,170,4502,4431,2819,600
"Agricult.trabaj. calif. agrop. y pesqueros (006)",9176,30,2384,3208,2527,1027
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",5701,111,2372,2005,1004,209
"Obreros construc., conf., papel, fab., instr. (008)",6887,15,2615,2770,1332,155
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",16572,864,7037,4837,3139,695
"Otra (010)",708,,274,310,124,
"Ocupación no especificada (011)",2135,16,788,735,456,140
"Desocupado (012)",3828,61,1923,1253,484,107
"Hombres (013)",45899,752,16179,16792,10073,2103
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",122,,7,57,56,2
"Profes., científicos e intelectuales (015)",5501,,949,2730,1720,102
"Técnicos de nivel medio y trab.asimilados (016)",2476,1,971,951,512,41
"Jefes y empleados de oficina (017)",1549,,425,655,457,12
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",4353,82,1738,1441,865,227
"Agricult.trabaj. calif. agrop. y pesqueros (019)",7836,23,2018,2827,2102,866
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",4606,84,1949,1622,788,163
"Obreros construc., conf., papel, fab., instr. (021)",6655,13,2524,2671,1304,143
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",8461,497,3791,2293,1501,379
"Otra (023)",648,,218,307,123,
"Ocupación no especificada (024)",1172,8,415,410,267,72
"Desocupado (025)",2520,44,1174,828,378,96
"Mujeres (026)",29212,517,10377,11074,6196,1048
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",56,,7,24,23,2
"Profes., científicos e intelectuales (028)",5068,,1121,2766,1148,33
"Técnicos de nivel medio y trab.asimilados (029)",1320,1,511,548,236,24
"Jefes y empleados de oficina (030)",1490,,670,586,232,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",8169,88,2764,2990,1954,373
"Agricult.trabaj. calif. agrop. y pesqueros (032)",1340,7,366,381,425,161
