"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia GRAU",,,,,,,,,
"Viviendas particulares (001)",6983,91,6524,13,9,3,316,4,23
"Ocupantes presentes (002)",24865,316,23458,41,22,7,944,14,63
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6589,91,6313,9,8,2,156,4,6
"Ocupantes presentes (005)",23647,316,22724,31,21,5,518,14,18
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",17,,17,,,,,,
"Ocupantes presentes (014)",55,,55,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",367,,191,2,1,1,160,,12
"Ocupantes presentes (017)",1132,,675,2,1,2,426,,26
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",6,,,2,,,,,4
"Ocupantes presentes (020)",23,,,8,,,,,15
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,,3,,,,,,
"Ocupantes presentes (023)",4,,4,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",4,,,,,,,,4
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2821,67,2688,4,,2,51,2,7
"Ocupantes presentes (029)",9850,230,9400,15,,5,168,9,23
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2796,67,2669,2,,2,51,2,3
"Ocupantes presentes (032)",9770,230,9343,7,,5,168,9,8
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",17,,17,,,,,,
"Ocupantes presentes (041)",55,,55,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",6,,,2,,,,,4
"Ocupantes presentes (047)",23,,,8,,,,,15
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,2,,,,,,
"Ocupantes presentes (050)",2,,2,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4162,24,3836,9,9,1,265,2,16
"Ocupantes presentes (056)",15015,86,14058,26,22,2,776,5,40
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3793,24,3644,7,8,,105,2,3
"Ocupantes presentes (059)",13877,86,13381,24,21,,350,5,10
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",367,,191,2,1,1,160,,12
"Ocupantes presentes (071)",1132,,675,2,1,2,426,,26
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,1,,,,,,
"Ocupantes presentes (077)",2,,2,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",4,,,,,,,,4
