"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia YUNGAY (000)",31941,30624,1317
"Hombres (001)",15509,15082,427
"Mujeres (002)",16432,15542,890
"De 18 a 29 años (003)",10871,10407,464
"Hombres (004)",5408,5193,215
"Mujeres (005)",5463,5214,249
"De 30 a 44 años (006)",9706,9567,139
"Hombres (007)",4681,4637,44
"Mujeres (008)",5025,4930,95
"De 45 a 64 años (009)",7399,7204,195
"Hombres (010)",3551,3502,49
"Mujeres (011)",3848,3702,146
"De 65 y más años (012)",3965,3446,519
"Hombres (013)",1869,1750,119
"Mujeres (014)",2096,1696,400
,,,
"URBANA (015)",8623,8407,216
"Hombres (016)",4288,4224,64
"Mujeres (017)",4335,4183,152
"De 18 a 29 años (018)",2991,2892,99
"Hombres (019)",1586,1547,39
"Mujeres (020)",1405,1345,60
"De 30 a 44 años (021)",2623,2601,22
"Hombres (022)",1251,1243,8
"Mujeres (023)",1372,1358,14
"De 45 a 64 años (024)",1952,1929,23
"Hombres (025)",944,939,5
"Mujeres (026)",1008,990,18
"De 65 y más años (027)",1057,985,72
"Hombres (028)",507,495,12
"Mujeres (029)",550,490,60
,,,
"RURAL (030)",23318,22217,1101
"Hombres (031)",11221,10858,363
"Mujeres (032)",12097,11359,738
"De 18 a 29 años (033)",7880,7515,365
"Hombres (034)",3822,3646,176
"Mujeres (035)",4058,3869,189
"De 30 a 44 años (036)",7083,6966,117
"Hombres (037)",3430,3394,36
"Mujeres (038)",3653,3572,81
"De 45 a 64 años (039)",5447,5275,172
"Hombres (040)",2607,2563,44
"Mujeres (041)",2840,2712,128
"De 65 y más años (042)",2908,2461,447
"Hombres (043)",1362,1255,107
"Mujeres (044)",1546,1206,340
