"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia EL COLLAO (000)",62950,4951,3059,1145,53843
"Conviviente (001)",10499,461,457,143,9442
"Separado(a) (002)",1062,43,47,11,961
"Casado(a) (003)",26685,1220,1567,434,23490
"Viudo(a) (004)",4111,310,93,29,3679
"Divorciado(a) (005)",250,6,10,3,231
"Soltero(a) (006)",20343,2911,885,525,16040
"Hombres (008)",31878,2317,1656,888,27055
"Conviviente (009)",5112,169,240,109,4597
"Separado(a) (010)",349,16,17,5,311
"Casado(a) (011)",13269,557,875,311,11548
"Viudo(a) (012)",1486,95,39,12,1340
"Divorciado(a) (013)",110,3,3,3,101
"Soltero(a) (014)",11552,1477,482,448,9158
"Mujeres (016)",31072,2634,1403,257,26788
"Conviviente (017)",5387,292,217,34,4845
"Separado(a) (018)",713,27,30,6,650
"Casado(a) (019)",13416,663,692,123,11942
"Viudo(a) (020)",2625,215,54,17,2339
"Divorciado(a) (021)",140,3,7,,130
"Soltero(a) (022)",8791,1434,403,77,6882
,,,,,
"URBANA (024)",19844,1486,2234,809,15344
"Conviviente (025)",4227,206,379,100,3545
"Separado(a) (026)",439,22,38,9,370
"Casado(a) (027)",7132,340,1054,304,5453
"Viudo(a) (028)",700,49,58,17,576
"Divorciado(a) (029)",83,2,9,2,70
"Soltero(a) (030)",7263,867,696,377,5330
"Hombres (032)",10228,696,1173,650,7730
"Conviviente (033)",2046,81,195,78,1694
"Separado(a) (034)",124,9,12,4,99
"Casado(a) (035)",3695,167,566,229,2749
"Viudo(a) (036)",249,19,21,9,200
"Divorciado(a) (037)",37,1,3,2,31
"Soltero(a) (038)",4077,419,376,328,2957
"Mujeres (040)",9616,790,1061,159,7614
"Conviviente (041)",2181,125,184,22,1851
"Separado(a) (042)",315,13,26,5,271
"Casado(a) (043)",3437,173,488,75,2704
"Viudo(a) (044)",451,30,37,8,376
"Divorciado(a) (045)",46,1,6,,39
"Soltero(a) (046)",3186,448,320,49,2373
,,,,,
"RURAL (048)",43106,3465,825,336,38499
"Conviviente (049)",6272,255,78,43,5897
"Separado(a) (050)",623,21,9,2,591
"Casado(a) (051)",19553,880,513,130,18037
"Viudo(a) (052)",3411,261,35,12,3103
"Divorciado(a) (053)",167,4,1,1,161
"Soltero(a) (054)",13080,2044,189,148,10710
"Hombres (056)",21650,1621,483,238,19325
"Conviviente (057)",3066,88,45,31,2903
"Separado(a) (058)",225,7,5,1,212
"Casado(a) (059)",9574,390,309,82,8799
"Viudo(a) (060)",1237,76,18,3,1140
"Divorciado(a) (061)",73,2,,1,70
"Soltero(a) (062)",7475,1058,106,120,6201
"Mujeres (064)",21456,1844,342,98,19174
"Conviviente (065)",3206,167,33,12,2994
"Separado(a) (066)",398,14,4,1,379
"Casado(a) (067)",9979,490,204,48,9238
"Viudo(a) (068)",2174,185,17,9,1963
"Divorciado(a) (069)",94,2,1,,91
"Soltero(a) (070)",5605,986,83,28,4509
