"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LAMAS (000)",67841,19586,5125,1927,41346
"Hombres (001)",35857,9564,2550,1086,22733
"Mujeres (002)",31984,10022,2575,841,18613
"PEA (003)",33315,6700,2488,1049,23169
"Hombres (004)",24143,4432,1581,718,17468
"Mujeres (005)",9172,2268,907,331,5701
"Ocupada (006)",32666,6572,2421,1027,22735
"Hombres (007)",23680,4352,1537,699,17146
"Mujeres (008)",8986,2220,884,328,5589
"Desocupada (009)",649,128,67,22,434
"Hombres (010)",463,80,44,19,322
"Mujeres (011)",186,48,23,3,112
"No PEA (012)",34526,12886,2637,878,18177
"Hombres (013)",11714,5132,969,368,5265
"Mujeres (014)",22812,7754,1668,510,12912
,,,,,
"URBANA (018)",33279,10548,4025,1399,17417
"Hombres (019)",17084,5060,1968,800,9313
"Mujeres (020)",16195,5488,2057,599,8104
"PEA (021)",16257,3796,2033,768,9733
"Hombres (022)",11000,2413,1242,528,6858
"Mujeres (023)",5257,1383,791,240,2875
"Ocupada (024)",15840,3696,1989,752,9475
"Hombres (025)",10696,2344,1214,513,6665
"Mujeres (026)",5144,1352,775,239,2810
"Desocupada (027)",417,100,44,16,258
"Hombres (028)",304,69,28,15,193
"Mujeres (029)",113,31,16,1,65
"No PEA (030)",17022,6752,1992,631,7684
"Hombres (031)",6084,2647,726,272,2455
"Mujeres (032)",10938,4105,1266,359,5229
,,,,,
"RURAL (036)",34562,9038,1100,528,23929
"Hombres (037)",18773,4504,582,286,13420
"Mujeres (038)",15789,4534,518,242,10509
"PEA (039)",17058,2904,455,281,13436
"Hombres (040)",13143,2019,339,190,10610
"Mujeres (041)",3915,885,116,91,2826
"Ocupada (042)",16826,2876,432,275,13260
"Hombres (043)",12984,2008,323,186,10481
"Mujeres (044)",3842,868,109,89,2779
"Desocupada (045)",232,28,23,6,176
"Hombres (046)",159,11,16,4,129
"Mujeres (047)",73,17,7,2,47
"No PEA (048)",17504,6134,645,247,10493
"Hombres (049)",5630,2485,243,96,2810
"Mujeres (050)",11874,3649,402,151,7683
