"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LA CONVENCION (000)",65302,1219,22081,22428,15354,4220
"Empleado (001)",7337,28,2508,3318,1417,66
"Obrero (002)",9430,110,4248,3119,1687,266
"Trabajador independiente (003)",34571,143,8691,12359,10077,3301
"Empleador o patrono (004)",1283,7,346,472,359,99
"Trabajador familiar no remunerado (005)",9883,826,4831,2346,1481,399
"Trabajador del hogar (006)",951,59,504,224,117,47
"Desocupado (008)",1847,46,953,590,216,42
"Hombres (009)",48169,812,16027,16138,11726,3466
"Empleado (010)",4365,10,1248,2049,1015,43
"Obrero (011)",8120,86,3672,2675,1449,238
"Trabajador independiente (012)",27368,111,6778,9564,8103,2812
"Empleador o patrono (013)",1041,7,266,377,301,90
"Trabajador familiar no remunerado (014)",5906,550,3397,1041,682,236
"Trabajador del hogar (015)",138,14,73,26,16,9
"Desocupado (017)",1231,34,593,406,160,38
"Mujeres (018)",17133,407,6054,6290,3628,754
"Empleado (019)",2972,18,1260,1269,402,23
"Obrero (020)",1310,24,576,444,238,28
"Trabajador independiente (021)",7203,32,1913,2795,1974,489
"Empleador o patrono (022)",242,,80,95,58,9
"Trabajador familiar no remunerado (023)",3977,276,1434,1305,799,163
"Trabajador del hogar (024)",813,45,431,198,101,38
"Desocupado (026)",616,12,360,184,56,4
,,,,,,
"URBANA (027)",20770,309,6835,8045,4715,866
"Empleado (028)",5208,20,1790,2297,1044,57
"Obrero (029)",2759,26,1154,965,539,75
"Trabajador independiente (030)",9126,42,2371,3602,2523,588
"Empleador o patrono (031)",535,2,131,217,149,36
"Trabajador familiar no remunerado (032)",1516,163,567,457,269,60
"Trabajador del hogar (033)",434,32,239,103,40,20
"Desocupado (035)",1192,24,583,404,151,30
"Hombres (036)",12873,196,4167,4839,3067,604
"Empleado (037)",3078,9,886,1422,725,36
"Obrero (038)",2395,20,999,842,466,68
"Trabajador independiente (039)",5547,37,1515,2026,1560,409
"Empleador o patrono (040)",389,2,89,152,112,34
"Trabajador familiar no remunerado (041)",664,105,310,130,92,27
"Trabajador del hogar (042)",54,5,32,10,4,3
"Desocupado (044)",746,18,336,257,108,27
"Mujeres (045)",7897,113,2668,3206,1648,262
"Empleado (046)",2130,11,904,875,319,21
"Obrero (047)",364,6,155,123,73,7
"Trabajador independiente (048)",3579,5,856,1576,963,179
"Empleador o patrono (049)",146,,42,65,37,2
"Trabajador familiar no remunerado (050)",852,58,257,327,177,33
"Trabajador del hogar (051)",380,27,207,93,36,17
"Desocupado (053)",446,6,247,147,43,3
,,,,,,
"RURAL (054)",44532,910,15246,14383,10639,3354
"Empleado (055)",2129,8,718,1021,373,9
"Obrero (056)",6671,84,3094,2154,1148,191
"Trabajador independiente (057)",25445,101,6320,8757,7554,2713
"Empleador o patrono (058)",748,5,215,255,210,63
"Trabajador familiar no remunerado (059)",8367,663,4264,1889,1212,339
"Trabajador del hogar (060)",517,27,265,121,77,27
"Desocupado (062)",655,22,370,186,65,12
"Hombres (063)",35296,616,11860,11299,8659,2862
"Empleado (064)",1287,1,362,627,290,7
"Obrero (065)",5725,66,2673,1833,983,170
"Trabajador independiente (066)",21821,74,5263,7538,6543,2403
"Empleador o patrono (067)",652,5,177,225,189,56
"Trabajador familiar no remunerado (068)",5242,445,3087,911,590,209
"Trabajador del hogar (069)",84,9,41,16,12,6
"Desocupado (071)",485,16,257,149,52,11
"Mujeres (072)",9236,294,3386,3084,1980,492
"Empleado (073)",842,7,356,394,83,2
"Obrero (074)",946,18,421,321,165,21
"Trabajador independiente (075)",3624,27,1057,1219,1011,310
"Empleador o patrono (076)",96,,38,30,21,7
"Trabajador familiar no remunerado (077)",3125,218,1177,978,622,130
"Trabajador del hogar (078)",433,18,224,105,65,21
"Desocupado (080)",170,6,113,37,13,1
