"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia ANTA",,,,,,
"Viviendas particulares (001)",13659,13443,196,18,2,
"Ocupantes presentes (002)",54165,52475,1449,214,27,
"Casa independiente",,,,,,
"Viviendas particulares (004)",13220,13008,193,17,2,
"Ocupantes presentes (005)",52585,50927,1431,200,27,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",3,3,,,,
"Ocupantes presentes (011)",10,10,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",16,14,1,1,,
"Ocupantes presentes (014)",78,55,9,14,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",408,406,2,,,
"Ocupantes presentes (017)",1469,1460,9,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",8,8,,,,
"Ocupantes presentes (023)",11,11,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",4,4,,,,
"Ocupantes presentes (026)",12,12,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",4777,4631,131,14,1,
"Ocupantes presentes (029)",18847,17702,959,170,16,
"Casa independiente",,,,,,
"Viviendas particulares (031)",4753,4609,130,13,1,
"Ocupantes presentes (032)",18747,17625,950,156,16,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",3,3,,,,
"Ocupantes presentes (038)",10,10,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",16,14,1,1,,
"Ocupantes presentes (041)",78,55,9,14,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",2,2,,,,
"Ocupantes presentes (050)",2,2,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",3,3,,,,
"Ocupantes presentes (053)",10,10,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",8882,8812,65,4,1,
"Ocupantes presentes (056)",35318,34773,490,44,11,
"Casa independiente",,,,,,
"Viviendas particulares (058)",8467,8399,63,4,1,
"Ocupantes presentes (059)",33838,33302,481,44,11,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",408,406,2,,,
"Ocupantes presentes (071)",1469,1460,9,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",6,6,,,,
"Ocupantes presentes (077)",9,9,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",1,1,,,,
"Ocupantes presentes (080)",2,2,,,,
