"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CONCEPCION (000)",16319,15574,113,3037,3081,2467,3484,2162,954,276,745,56865
"De 12 a 14 años (001)",30,16,,14,2,,,,,,14,18
"De 15 a 19 años (002)",366,329,7,284,29,6,3,,,,37,372
"De 20 a 24 años (003)",1495,1248,12,750,376,79,29,2,,,247,1878
"De 25 a 29 años (004)",1816,1627,8,623,567,272,141,16,,,189,3266
"De 30 a 34 años (005)",1849,1764,8,370,516,444,351,65,9,1,85,4752
"De 35 a 39 años (006)",1887,1836,8,240,463,405,498,179,40,3,51,6066
"De 40 a 44 años (007)",1691,1650,9,169,306,322,485,249,87,23,41,6457
"De 45 a 49 años (008)",1413,1394,7,100,203,232,413,285,124,30,19,6263
"De 50 y más años (009)",5772,5710,54,487,619,707,1564,1366,694,219,62,27793
"PEA (010)",5463,5136,32,1133,1150,874,1077,582,212,76,327,17147
"De 12 a 14 años (011)",3,2,,2,,,,,,,1,2
"De 15 a 19 años (012)",84,78,2,68,6,1,1,,,,6,87
"De 20 a 24 años (013)",419,320,1,218,76,17,8,,,,99,456
"De 25 a 29 años (014)",627,526,,241,178,76,26,5,,,101,967
"De 30 a 34 años (015)",706,660,4,195,212,146,91,9,3,,46,1533
"De 35 a 39 años (016)",727,704,1,128,220,146,157,41,10,1,23,2040
"De 40 a 44 años (017)",756,730,3,106,162,163,183,86,24,3,26,2506
"De 45 a 49 años (018)",594,584,2,50,108,109,185,95,30,5,10,2339
"De 50 y más años (019)",1547,1532,19,125,188,216,426,346,145,67,15,7217
"Ocupada (020)",5311,5015,31,1083,1120,858,1066,574,210,73,296,16834
"De 12 a 14 años (021)",3,2,,2,,,,,,,1,2
