"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PALLASCA (000)",568,20,270,162,96,20
"Sin nivel (001)",37,2,12,12,8,3
"Primaria (003)",290,14,101,93,67,15
"Secundaria (004)",188,4,137,34,12,1
"Superior no univ. incompleta (005)",15,,8,3,4,
"Superior no univ. completa (006)",10,,4,6,,
"Superior univ. incompleta (007)",12,,5,5,1,1
"Superior univ. completa (008)",16,,3,9,4,
"Hombres (010)",458,11,195,144,90,18
"Sin nivel (011)",23,1,4,11,6,1
"Primaria (013)",242,6,73,83,65,15
"Secundaria (014)",152,4,105,31,11,1
"Superior no univ. incompleta (015)",11,,5,3,3,
"Superior no univ. completa (016)",8,,3,5,,
"Superior univ. incompleta (017)",10,,3,5,1,1
"Superior univ. completa (018)",12,,2,6,4,
"Mujeres (020)",110,9,75,18,6,2
"Sin nivel (021)",14,1,8,1,2,2
"Primaria (023)",48,8,28,10,2,
"Secundaria (024)",36,,32,3,1,
"Superior no univ. incompleta (025)",4,,3,,1,
"Superior no univ. completa (026)",2,,1,1,,
"Superior univ. incompleta (027)",2,,2,,,
"Superior univ. completa (028)",4,,1,3,,
,,,,,,
"Area Urbana (030)",309,6,152,85,54,12
"Sin nivel (031)",13,1,4,3,4,1
"Primaria (033)",130,4,42,39,36,9
"Secundaria (034)",127,1,92,24,9,1
"Superior no univ. incompleta (035)",9,,5,2,2,
"Superior no univ. completa (036)",7,,2,5,,
"Superior univ. incompleta (037)",10,,4,4,1,1
"Superior univ. completa (038)",13,,3,8,2,
"Hombres (040)",248,4,112,70,50,12
"Sin nivel (041)",9,1,2,3,2,1
"Primaria (043)",109,2,31,31,36,9
"Secundaria (044)",101,1,70,21,8,1
"Superior no univ. incompleta (045)",6,,3,2,1,
"Superior no univ. completa (046)",5,,1,4,,
"Superior univ. incompleta (047)",9,,3,4,1,1
"Superior univ. completa (048)",9,,2,5,2,
"Mujeres (050)",61,2,40,15,4,
"Sin nivel (051)",4,,2,,2,
"Primaria (053)",21,2,11,8,,
"Secundaria (054)",26,,22,3,1,
"Superior no univ. incompleta (055)",3,,2,,1,
"Superior no univ. completa (056)",2,,1,1,,
"Superior univ. incompleta (057)",1,,1,,,
"Superior univ. completa (058)",4,,1,3,,
,,,,,,
"Area Rural (060)",259,14,118,77,42,8
"Sin nivel (061)",24,1,8,9,4,2
"Primaria (063)",160,10,59,54,31,6
"Secundaria (064)",61,3,45,10,3,
"Superior no univ. incompleta (065)",6,,3,1,2,
"Superior no univ. completa (066)",3,,2,1,,
"Superior univ. incompleta (067)",2,,1,1,,
"Superior univ. completa (068)",3,,,1,2,
"Hombres (070)",210,7,83,74,40,6
"Sin nivel (071)",14,,2,8,4,
"Primaria (073)",133,4,42,52,29,6
"Secundaria (074)",51,3,35,10,3,
"Superior no univ. incompleta (075)",5,,2,1,2,
"Superior no univ. completa (076)",3,,2,1,,
"Superior univ. incompleta (077)",1,,,1,,
"Superior univ. completa (078)",3,,,1,2,
"Mujeres (080)",49,7,35,3,2,2
"Sin nivel (081)",10,1,6,1,,2
"Primaria (083)",27,6,17,2,2,
"Secundaria (084)",10,,10,,,
"Superior no univ. incompleta (085)",1,,1,,,
"Superior univ. incompleta (087)",1,,1,,,
