"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia VIRU (000)",56406,8470,14514,13153,8421,5311,6537
"Católica (001)",39679,5993,10454,9243,6002,3682,4305
"Cristiana/Evangélica (002)",11819,1626,2503,2665,1805,1315,1905
"Otra (003)",1388,222,355,318,189,136,168
"Ninguna (004)",3520,629,1202,927,425,178,159
"Hombres (006)",29396,4270,7644,6941,4298,2764,3479
"Católica (007)",21440,3102,5649,5020,3194,2020,2455
"Cristiana/Evangélica (008)",5284,750,1109,1226,781,572,846
"Otra (009)",660,98,186,157,81,57,81
"Ninguna (010)",2012,320,700,538,242,115,97
"Mujeres (012)",27010,4200,6870,6212,4123,2547,3058
"Católica (013)",18239,2891,4805,4223,2808,1662,1850
"Cristiana/Evangélica (014)",6535,876,1394,1439,1024,743,1059
"Otra (015)",728,124,169,161,108,79,87
"Ninguna (016)",1508,309,502,389,183,63,62
,,,,,,,
"URBANA (018)",43265,6429,11667,10641,6424,3884,4220
"Católica (019)",29968,4479,8253,7337,4526,2652,2721
"Cristiana/Evangélica (020)",9198,1256,2060,2221,1395,985,1281
"Otra (021)",1075,168,293,261,151,100,102
"Ninguna (022)",3024,526,1061,822,352,147,116
"Hombres (024)",22277,3183,6093,5592,3240,1985,2184
"Católica (025)",15974,2279,4413,3972,2366,1426,1518
"Cristiana/Evangélica (026)",4075,567,907,1015,610,424,552
"Otra (027)",508,75,155,130,63,40,45
"Ninguna (028)",1720,262,618,475,201,95,69
"Mujeres (030)",20988,3246,5574,5049,3184,1899,2036
"Católica (031)",13994,2200,3840,3365,2160,1226,1203
"Cristiana/Evangélica (032)",5123,689,1153,1206,785,561,729
"Otra (033)",567,93,138,131,88,60,57
"Ninguna (034)",1304,264,443,347,151,52,47
,,,,,,,
"RURAL (036)",13141,2041,2847,2512,1997,1427,2317
"Católica (037)",9711,1514,2201,1906,1476,1030,1584
"Cristiana/Evangélica (038)",2621,370,443,444,410,330,624
"Otra (039)",313,54,62,57,38,36,66
"Ninguna (040)",496,103,141,105,73,31,43
"Hombres (042)",7119,1087,1551,1349,1058,779,1295
"Católica (043)",5466,823,1236,1048,828,594,937
"Cristiana/Evangélica (044)",1209,183,202,211,171,148,294
"Otra (045)",152,23,31,27,18,17,36
"Ninguna (046)",292,58,82,63,41,20,28
"Mujeres (048)",6022,954,1296,1163,939,648,1022
"Católica (049)",4245,691,965,858,648,436,647
"Cristiana/Evangélica (050)",1412,187,241,233,239,182,330
"Otra (051)",161,31,31,30,20,19,30
"Ninguna (052)",204,45,59,42,32,11,15
