"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CANAS (000)",32691,9608,8256,6359,5483,2985
"Hombres (001)",16305,5022,4193,3104,2646,1340
"Mujeres (002)",16386,4586,4063,3255,2837,1645
"PEA (003)",9629,79,2515,3376,2763,896
"Hombres (004)",6251,51,1589,2250,1781,580
"Mujeres (005)",3378,28,926,1126,982,316
"Ocupada (006)",9128,74,2253,3230,2686,885
"Hombres (007)",5833,49,1382,2120,1713,569
"Mujeres (008)",3295,25,871,1110,973,316
"Desocupada (009)",501,5,262,146,77,11
"Hombres (010)",418,2,207,130,68,11
"Mujeres (011)",83,3,55,16,9,
"No PEA (012)",23062,9529,5741,2983,2720,2089
"Hombres (013)",10054,4971,2604,854,865,760
"Mujeres (014)",13008,4558,3137,2129,1855,1329
,,,,,,
"URBANA (018)",5382,1423,1578,1222,773,386
"Hombres (019)",2705,741,812,604,386,162
"Mujeres (020)",2677,682,766,618,387,224
"PEA (021)",1895,34,544,768,439,110
"Hombres (022)",1170,23,327,481,278,61
"Mujeres (023)",725,11,217,287,161,49
"Ocupada (024)",1797,34,498,731,426,108
"Hombres (025)",1098,23,293,453,270,59
"Mujeres (026)",699,11,205,278,156,49
"Desocupada (027)",98,,46,37,13,2
"Hombres (028)",72,,34,28,8,2
"Mujeres (029)",26,,12,9,5,
"No PEA (030)",3487,1389,1034,454,334,276
"Hombres (031)",1535,718,485,123,108,101
"Mujeres (032)",1952,671,549,331,226,175
,,,,,,
"RURAL (036)",27309,8185,6678,5137,4710,2599
"Hombres (037)",13600,4281,3381,2500,2260,1178
"Mujeres (038)",13709,3904,3297,2637,2450,1421
"PEA (039)",7734,45,1971,2608,2324,786
"Hombres (040)",5081,28,1262,1769,1503,519
"Mujeres (041)",2653,17,709,839,821,267
"Ocupada (042)",7331,40,1755,2499,2260,777
"Hombres (043)",4735,26,1089,1667,1443,510
"Mujeres (044)",2596,14,666,832,817,267
"Desocupada (045)",403,5,216,109,64,9
"Hombres (046)",346,2,173,102,60,9
"Mujeres (047)",57,3,43,7,4,
"No PEA (048)",19575,8140,4707,2529,2386,1813
"Hombres (049)",8519,4253,2119,731,757,659
"Mujeres (050)",11056,3887,2588,1798,1629,1154
