"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia EL COLLAO (000)",39454,20712,142,568,16713,506,2,55,170,586
"Hombres (001)",16698,11100,99,315,4390,269,1,30,168,326
"Mujeres (002)",22756,9612,43,253,12323,237,1,25,2,260
"De 06 a 14 años (003)",14907,14090,,,466,164,,4,,183
"Hombres (004)",7652,7242,,,224,88,,3,,95
"Mujeres (005)",7255,6848,,,242,76,,1,,88
"De 15 a 29 años (006)",11624,6334,18,219,4714,,2,10,170,157
"Hombres (007)",5315,3685,8,121,1238,,1,5,168,89
"Mujeres (008)",6309,2649,10,98,3476,,1,5,2,68
"De 30 a 44 años (009)",4823,246,17,143,4310,,,10,,97
"Hombres (010)",1276,150,10,75,966,,,8,,67
"Mujeres (011)",3547,96,7,68,3344,,,2,,30
"De 45 a 64 años (012)",4425,31,50,114,4147,,,16,,67
"Hombres (013)",1138,16,37,68,967,,,8,,42
"Mujeres (014)",3287,15,13,46,3180,,,8,,25
"De 65 y más años (015)",3675,11,57,92,3076,342,,15,,82
"Hombres (016)",1317,7,44,51,995,181,,6,,33
"Mujeres (017)",2358,4,13,41,2081,161,,9,,49
,,,,,,,,,,
"AREA URBANA (018)",12959,7022,95,315,5025,125,1,8,83,285
"Hombres (019)",5900,3703,62,163,1664,69,1,5,82,151
"Mujeres (020)",7059,3319,33,152,3361,56,,3,1,134
"De 06 a 14 años (021)",4595,4278,,,208,55,,,,54
"Hombres (022)",2350,2183,,,113,32,,,,22
"Mujeres (023)",2245,2095,,,95,23,,,,32
"De 15 a 29 años (024)",4530,2561,17,123,1648,,1,1,83,96
"Hombres (025)",2120,1407,7,61,509,,1,1,82,52
"Mujeres (026)",2410,1154,10,62,1139,,,,1,44
"De 30 a 44 años (027)",1905,154,16,93,1579,,,3,,60
"Hombres (028)",633,96,9,44,447,,,2,,35
"Mujeres (029)",1272,58,7,49,1132,,,1,,25
"De 45 a 64 años (030)",1265,22,30,61,1109,,,2,,41
"Hombres (031)",484,13,21,36,385,,,1,,28
"Mujeres (032)",781,9,9,25,724,,,1,,13
"De 65 y más años (033)",664,7,32,38,481,70,,2,,34
"Hombres (034)",313,4,25,22,210,37,,1,,14
"Mujeres (035)",351,3,7,16,271,33,,1,,20
,,,,,,,,,,
"AREA RURAL (036)",26495,13690,47,253,11688,381,1,47,87,301
"Hombres (037)",10798,7397,37,152,2726,200,,25,86,175
"Mujeres (038)",15697,6293,10,101,8962,181,1,22,1,126
"De 06 a 14 años (039)",10312,9812,,,258,109,,4,,129
"Hombres (040)",5302,5059,,,111,56,,3,,73
"Mujeres (041)",5010,4753,,,147,53,,1,,56
"De 15 a 29 años (042)",7094,3773,1,96,3066,,1,9,87,61
"Hombres (043)",3195,2278,1,60,729,,,4,86,37
"Mujeres (044)",3899,1495,,36,2337,,1,5,1,24
"De 30 a 44 años (045)",2918,92,1,50,2731,,,7,,37
"Hombres (046)",643,54,1,31,519,,,6,,32
"Mujeres (047)",2275,38,,19,2212,,,1,,5
"De 45 a 64 años (048)",3160,9,20,53,3038,,,14,,26
"Hombres (049)",654,3,16,32,582,,,7,,14
"Mujeres (050)",2506,6,4,21,2456,,,7,,12
"De 65 y más años (051)",3011,4,25,54,2595,272,,13,,48
"Hombres (052)",1004,3,19,29,785,144,,5,,19
"Mujeres (053)",2007,1,6,25,1810,128,,8,,29
