"CUADRO Nº 15: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGIÓN QUE PROFESA",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia MOHO (000)",7783,48,2301,2940,1052,413,147,47,11,,824
"Catolica (001)",4795,30,1354,1834,647,250,91,28,5,,556
"Cristiana / Evangelica (002)",808,7,255,319,103,42,17,6,1,,58
"Otra (003)",1178,4,372,453,157,65,20,7,3,,97
"Ninguna (004)",1002,7,320,334,145,56,19,6,2,,113
,,,,,,,,,,,
"URBANA (006)",1959,8,540,677,250,98,36,16,2,,332
"Catolica (007)",1390,4,352,486,172,76,29,11,1,,259
"Cristiana / Evangelica (008)",167,3,53,69,16,4,3,,,,19
"Otra (009)",192,1,70,63,28,8,1,1,,,20
"Ninguna (010)",210,,65,59,34,10,3,4,1,,34
,,,,,,,,,,,
"RURAL (012)",5824,40,1761,2263,802,315,111,31,9,,492
"Catolica (013)",3405,26,1002,1348,475,174,62,17,4,,297
"Cristiana / Evangelica (014)",641,4,202,250,87,38,14,6,1,,39
"Otra (015)",986,3,302,390,129,57,19,6,3,,77
"Ninguna (016)",792,7,255,275,111,46,16,2,1,,79
