"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia ICA (000)",214318,210821,3497
"Hombres (001)",103021,101270,1751
"Mujeres (002)",111297,109551,1746
"De 18 a 29 años (003)",72764,70596,2168
"Hombres (004)",35855,34670,1185
"Mujeres (005)",36909,35926,983
"De 30 a 44 años (006)",66293,65825,468
"Hombres (007)",31455,31176,279
"Mujeres (008)",34838,34649,189
"De 45 a 64 años (009)",51270,50978,292
"Hombres (010)",24121,23979,142
"Mujeres (011)",27149,26999,150
"De 65 y más años (012)",23991,23422,569
"Hombres (013)",11590,11445,145
"Mujeres (014)",12401,11977,424
,,,
"URBANA (015)",195658,192478,3180
"Hombres (016)",93446,91822,1624
"Mujeres (017)",102212,100656,1556
"De 18 a 29 años (018)",66309,64322,1987
"Hombres (019)",32508,31406,1102
"Mujeres (020)",33801,32916,885
"De 30 a 44 años (021)",60807,60383,424
"Hombres (022)",28677,28419,258
"Mujeres (023)",32130,31964,166
"De 45 a 64 años (024)",46996,46731,265
"Hombres (025)",21964,21830,134
"Mujeres (026)",25032,24901,131
"De 65 y más años (027)",21546,21042,504
"Hombres (028)",10297,10167,130
"Mujeres (029)",11249,10875,374
,,,
"RURAL (030)",18660,18343,317
"Hombres (031)",9575,9448,127
"Mujeres (032)",9085,8895,190
"De 18 a 29 años (033)",6455,6274,181
"Hombres (034)",3347,3264,83
"Mujeres (035)",3108,3010,98
"De 30 a 44 años (036)",5486,5442,44
"Hombres (037)",2778,2757,21
"Mujeres (038)",2708,2685,23
"De 45 a 64 años (039)",4274,4247,27
"Hombres (040)",2157,2149,8
"Mujeres (041)",2117,2098,19
"De 65 y más años (042)",2445,2380,65
"Hombres (043)",1293,1278,15
"Mujeres (044)",1152,1102,50
