"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PIURA (000)",13560,3276,10284
"Sin nivel (001)",649,94,555
"Educación inicial (002)",10,2,8
"Primaria (003)",3253,684,2569
"Secundaria (004)",4919,1301,3618
"Superior no univ. incompleta (005)",984,249,735
"Superior no univ. completa (006)",1599,351,1248
"Superior univ. incompleta (007)",852,280,572
"Superior univ. completa (008)",1294,315,979
"Hombres (010)",9746,2039,7707
"Sin nivel (011)",491,58,433
"Educación inicial (012)",9,2,7
"Primaria (013)",2703,493,2210
"Secundaria (014)",3814,884,2930
"Superior no univ. incompleta (015)",595,128,467
"Superior no univ. completa (016)",831,152,679
"Superior univ. incompleta (017)",564,170,394
"Superior univ. completa (018)",739,152,587
"Mujeres (020)",3814,1237,2577
"Sin nivel (021)",158,36,122
"Educación inicial (022)",1,,1
"Primaria (023)",550,191,359
"Secundaria (024)",1105,417,688
"Superior no univ. incompleta (025)",389,121,268
"Superior no univ. completa (026)",768,199,569
"Superior univ. incompleta (027)",288,110,178
"Superior univ. completa (028)",555,163,392
,,,
"AREA URBANA (030)",12170,2937,9233
"Sin nivel (031)",470,77,393
"Educación inicial (032)",8,2,6
"Primaria (033)",2603,533,2070
"Secundaria (034)",4496,1187,3309
"Superior no univ. incompleta (035)",937,229,708
"Superior no univ. completa (036)",1540,326,1214
"Superior univ. incompleta (037)",838,273,565
"Superior univ. completa (038)",1278,310,968
"Hombres (040)",8541,1777,6764
"Sin nivel (041)",340,45,295
"Educación inicial (042)",7,2,5
"Primaria (043)",2132,374,1758
"Secundaria (044)",3432,791,2641
"Superior no univ. incompleta (045)",559,114,445
"Superior no univ. completa (046)",791,138,653
"Superior univ. incompleta (047)",553,165,388
"Superior univ. completa (048)",727,148,579
"Mujeres (050)",3629,1160,2469
"Sin nivel (051)",130,32,98
"Educación inicial (052)",1,,1
"Primaria (053)",471,159,312
"Secundaria (054)",1064,396,668
"Superior no univ. incompleta (055)",378,115,263
"Superior no univ. completa (056)",749,188,561
"Superior univ. incompleta (057)",285,108,177
"Superior univ. completa (058)",551,162,389
,,,
"AREA RURAL (060)",1390,339,1051
"Sin nivel (061)",179,17,162
"Educación inicial (062)",2,,2
"Primaria (063)",650,151,499
"Secundaria (064)",423,114,309
"Superior no univ. incompleta (065)",47,20,27
"Superior no univ. completa (066)",59,25,34
"Superior univ. incompleta (067)",14,7,7
"Superior univ. completa (068)",16,5,11
"Hombres (070)",1205,262,943
"Sin nivel (071)",151,13,138
"Educación inicial (072)",2,,2
"Primaria (073)",571,119,452
"Secundaria (074)",382,93,289
"Superior no univ. incompleta (075)",36,14,22
"Superior no univ. completa (076)",40,14,26
"Superior univ. incompleta (077)",11,5,6
"Superior univ. completa (078)",12,4,8
"Mujeres (080)",185,77,108
"Sin nivel (081)",28,4,24
"Primaria (083)",79,32,47
"Secundaria (084)",41,21,20
"Superior no univ. incompleta (085)",11,6,5
"Superior no univ. completa (086)",19,11,8
"Superior univ. incompleta (087)",3,2,1
"Superior univ. completa (088)",4,1,3
