"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia ICA",,,,,,,,,
"Viviendas particulares (001)",12544,11738,387,89,127,93,26,30,54
"Ocupantes presentes (002)",52961,49362,1684,410,546,430,130,128,271
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",10932,10233,327,78,110,84,25,29,46
"Ocupantes presentes (005)",46402,43233,1457,359,461,399,127,126,240
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",34,18,4,2,7,,,,3
"Ocupantes presentes (008)",126,65,12,4,35,,,,10
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",39,28,9,,1,,1,,
"Ocupantes presentes (011)",126,95,23,,5,,3,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",68,51,12,3,1,,,1,
"Ocupantes presentes (014)",259,191,30,17,19,,,2,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",42,41,,,1,,,,
"Ocupantes presentes (017)",167,165,,,2,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1412,1353,35,6,5,9,,,4
"Ocupantes presentes (020)",5822,5565,162,30,20,31,,,14
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",17,14,,,2,,,,1
"Ocupantes presentes (023)",59,48,,,4,,,,7
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",10193,9460,335,88,121,91,26,27,45
"Ocupantes presentes (029)",43204,39929,1443,407,527,422,130,117,229
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",8625,7998,275,77,105,82,25,26,37
"Ocupantes presentes (032)",36820,33973,1216,356,444,391,127,115,198
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",34,18,4,2,7,,,,3
"Ocupantes presentes (035)",126,65,12,4,35,,,,10
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",39,28,9,,1,,1,,
"Ocupantes presentes (038)",126,95,23,,5,,3,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",68,51,12,3,1,,,1,
"Ocupantes presentes (041)",259,191,30,17,19,,,2,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1412,1353,35,6,5,9,,,4
"Ocupantes presentes (047)",5822,5565,162,30,20,31,,,14
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",15,12,,,2,,,,1
"Ocupantes presentes (050)",51,40,,,4,,,,7
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2351,2278,52,1,6,2,,3,9
"Ocupantes presentes (056)",9757,9433,241,3,19,8,,11,42
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2307,2235,52,1,5,2,,3,9
"Ocupantes presentes (059)",9582,9260,241,3,17,8,,11,42
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",42,41,,,1,,,,
"Ocupantes presentes (071)",167,165,,,2,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,2,,,,,,,
"Ocupantes presentes (077)",8,8,,,,,,,
"Otro tipo",,,,,,,,,
