"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TAMBOPATA (000)",18932,18014,115,4721,4260,3093,3535,1508,553,229,918,54733
"De 12 a 14 años (001)",57,28,1,27,,,,,,,29,27
"De 15 a 19 años (002)",945,850,17,707,112,9,5,,,,95,978
"De 20 a 24 años (003)",2857,2521,36,1640,682,137,22,4,,,336,3532
"De 25 a 29 años (004)",3180,2952,17,1111,1114,509,192,6,3,,228,5733
"De 30 a 34 años (005)",2801,2721,11,542,905,662,543,54,4,,80,7011
"De 35 a 39 años (006)",2542,2491,5,306,605,653,722,178,20,2,51,7898
"De 40 a 44 años (007)",2035,2016,11,148,341,460,736,262,52,6,19,7624
"De 45 a 49 años (008)",1517,1503,4,95,223,298,500,278,92,13,14,6327
"De 50 y más años (009)",2998,2932,13,145,278,365,815,726,382,208,66,15603
"PEA (010)",9422,8958,58,2400,2249,1599,1715,667,208,62,464,25815
"De 12 a 14 años (011)",5,3,,3,,,,,,,2,3
"De 15 a 19 años (012)",291,264,6,224,28,2,4,,,,27,302
"De 20 a 24 años (013)",1246,1059,16,751,239,43,7,3,,,187,1408
"De 25 a 29 años (014)",1581,1436,8,628,535,192,70,2,1,,145,2592
"De 30 a 34 años (015)",1480,1435,6,339,526,329,216,17,2,,45,3410
"De 35 a 39 años (016)",1499,1471,3,230,404,370,373,83,8,,28,4341
"De 40 a 44 años (017)",1229,1218,9,99,233,293,427,138,17,2,11,4356
"De 45 a 49 años (018)",885,876,3,61,143,199,275,143,44,8,9,3517
"De 50 y más años (019)",1206,1196,7,65,141,171,343,281,136,52,10,5886
"Ocupada (020)",9145,8707,57,2310,2181,1567,1672,654,205,61,438,25184
"De 12 a 14 años (021)",4,3,,3,,,,,,,1,3
