"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia PISCO",,,,,,,,
"Hogares (001)",31694,19643,20438,8254,3191,10540,2769,5985
"Ocupantes presentes (002)",120061,78110,84545,35491,14048,45471,12316,17753
"Casa independiente",,,,,,,,
"Hogares (004)",24781,16143,17453,7376,2971,9622,2609,3669
"Ocupantes presentes (005)",96650,65516,72880,31923,13096,41721,11676,11123
"Departamento en edificio",,,,,,,,
"Hogares (007)",203,144,183,95,63,108,55,10
"Ocupantes presentes (008)",661,487,606,357,248,411,195,33
"Vivienda en quinta",,,,,,,,
"Hogares (010)",243,158,189,99,38,94,31,31
"Ocupantes presentes (011)",751,499,605,341,147,328,122,84
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",163,89,105,30,12,34,5,39
"Ocupantes presentes (014)",556,312,377,116,62,137,25,127
"Choza o cabaña",,,,,,,,
"Hogares (016)",517,343,142,17,1,29,1,131
"Ocupantes presentes (017)",1850,1269,610,81,7,124,8,411
"Vivienda improvisada",,,,,,,,
"Hogares (019)",5571,2696,2315,626,106,631,63,1982
"Ocupantes presentes (020)",18935,9778,9262,2624,488,2662,272,5655
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",46,14,14,5,,5,4,25
"Ocupantes presentes (023)",133,54,69,17,,20,15,50
"Otro tipo",,,,,,,,
"Hogares (025)",170,56,37,6,,17,1,98
"Ocupantes presentes (026)",525,195,136,32,,68,3,270
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",27611,16841,18643,7869,3159,9943,2721,5171
"Ocupantes presentes (029)",104909,67211,77179,33822,13890,42917,12086,15252
"Casa independiente",,,,,,,,
"Hogares (031)",21272,13717,15827,7012,2940,9066,2562,2998
"Ocupantes presentes (032)",83551,56003,66231,30357,12945,39341,11454,9073
"Departamento en edificio",,,,,,,,
"Hogares (034)",203,144,183,95,63,108,55,10
"Ocupantes presentes (035)",661,487,606,357,248,411,195,33
"Vivienda en quinta",,,,,,,,
"Hogares (037)",243,158,189,99,38,94,31,31
"Ocupantes presentes (038)",751,499,605,341,147,328,122,84
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",163,89,105,30,12,34,5,39
"Ocupantes presentes (041)",556,312,377,116,62,137,25,127
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",5571,2696,2315,626,106,631,63,1982
"Ocupantes presentes (047)",18935,9778,9262,2624,488,2662,272,5655
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",44,12,13,5,,4,4,25
"Ocupantes presentes (050)",124,45,62,17,,13,15,50
"Otro tipo",,,,,,,,
"Hogares (052)",115,25,11,2,,6,1,86
"Ocupantes presentes (053)",331,87,36,10,,25,3,230
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",4083,2802,1795,385,32,597,48,814
"Ocupantes presentes (056)",15152,10899,7366,1669,158,2554,230,2501
"Casa independiente",,,,,,,,
"Hogares (058)",3509,2426,1626,364,31,556,47,671
"Ocupantes presentes (059)",13099,9513,6649,1566,151,2380,222,2050
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",517,343,142,17,1,29,1,131
"Ocupantes presentes (071)",1850,1269,610,81,7,124,8,411
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",2,2,1,,,1,,
"Ocupantes presentes (077)",9,9,7,,,7,,
"Otro tipo",,,,,,,,
"Hogares (079)",55,31,26,4,,11,,12
"Ocupantes presentes (080)",194,108,100,22,,43,,40
