"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia CARHUAZ (000)",25130,11199,247,246,12491,301,17,42,4,583
"Hombres (001)",8459,5878,155,98,1774,149,12,23,3,367
"Mujeres (002)",16671,5321,92,148,10717,152,5,19,1,216
"De 06 a 14 años (003)",8865,8278,,,334,86,,10,,157
"Hombres (004)",4468,4234,,,113,43,,4,,74
"Mujeres (005)",4397,4044,,,221,43,,6,,83
"De 15 a 29 años (006)",6853,2871,6,49,3778,,3,9,4,133
"Hombres (007)",2262,1622,3,15,527,,1,4,3,87
"Mujeres (008)",4591,1249,3,34,3251,,2,5,1,46
"De 30 a 44 años (009)",3563,45,8,47,3359,,11,3,,90
"Hombres (010)",466,21,7,19,336,,9,2,,72
"Mujeres (011)",3097,24,1,28,3023,,2,1,,18
"De 45 a 64 años (012)",3216,4,89,71,2934,5,3,9,,101
"Hombres (013)",551,1,49,36,375,2,2,8,,78
"Mujeres (014)",2665,3,40,35,2559,3,1,1,,23
"De 65 y más años (015)",2633,1,144,79,2086,210,,11,,102
"Hombres (016)",712,,96,28,423,104,,5,,56
"Mujeres (017)",1921,1,48,51,1663,106,,6,,46
,,,,,,,,,,
"AREA URBANA (018)",7769,3693,167,120,3518,88,10,19,1,153
"Hombres (019)",2729,1820,91,48,620,47,5,9,1,88
"Mujeres (020)",5040,1873,76,72,2898,41,5,10,,65
"De 06 a 14 años (021)",2693,2558,,,84,20,,5,,26
"Hombres (022)",1302,1239,,,35,13,,3,,12
"Mujeres (023)",1391,1319,,,49,7,,2,,14
"De 15 a 29 años (024)",2187,1105,6,24,1003,,2,4,1,42
"Hombres (025)",796,569,3,6,193,,,1,1,23
"Mujeres (026)",1391,536,3,18,810,,2,3,,19
"De 30 a 44 años (027)",1034,28,6,23,946,,6,2,,23
"Hombres (028)",167,12,5,11,118,,4,1,,16
"Mujeres (029)",867,16,1,12,828,,2,1,,7
"De 45 a 64 años (030)",999,1,69,38,855,2,2,3,,29
"Hombres (031)",215,,35,19,135,1,1,3,,21
"Mujeres (032)",784,1,34,19,720,1,1,,,8
"De 65 y más años (033)",856,1,86,35,630,66,,5,,33
"Hombres (034)",249,,48,12,139,33,,1,,16
"Mujeres (035)",607,1,38,23,491,33,,4,,17
,,,,,,,,,,
"AREA RURAL (036)",17361,7506,80,126,8973,213,7,23,3,430
"Hombres (037)",5730,4058,64,50,1154,102,7,14,2,279
"Mujeres (038)",11631,3448,16,76,7819,111,,9,1,151
"De 06 a 14 años (039)",6172,5720,,,250,66,,5,,131
"Hombres (040)",3166,2995,,,78,30,,1,,62
"Mujeres (041)",3006,2725,,,172,36,,4,,69
"De 15 a 29 años (042)",4666,1766,,25,2775,,1,5,3,91
"Hombres (043)",1466,1053,,9,334,,1,3,2,64
"Mujeres (044)",3200,713,,16,2441,,,2,1,27
"De 30 a 44 años (045)",2529,17,2,24,2413,,5,1,,67
"Hombres (046)",299,9,2,8,218,,5,1,,56
"Mujeres (047)",2230,8,,16,2195,,,,,11
"De 45 a 64 años (048)",2217,3,20,33,2079,3,1,6,,72
"Hombres (049)",336,1,14,17,240,1,1,5,,57
"Mujeres (050)",1881,2,6,16,1839,2,,1,,15
"De 65 y más años (051)",1777,,58,44,1456,144,,6,,69
"Hombres (052)",463,,48,16,284,71,,4,,40
"Mujeres (053)",1314,,10,28,1172,73,,2,,29
