"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MAYNAS (000)",124453,117123,696,26269,25044,19744,24337,12432,5988,2613,7330,400945
"De 12 a 14 años (001)",336,157,14,133,10,,,,,,179,153
"De 15 a 19 años (002)",6285,5502,113,4456,806,104,23,,,,783,6472
"De 20 a 24 años (003)",16833,14280,126,7833,4543,1395,344,39,,,2553,22776
"De 25 a 29 años (004)",17619,15786,93,5315,5256,3111,1843,152,16,,1833,34098
"De 30 a 34 años (005)",15789,15076,66,2919,4333,3551,3343,733,115,16,713,42443
"De 35 a 39 años (006)",14386,14047,64,1680,3234,3101,4011,1489,402,66,339,48592
"De 40 a 44 años (007)",12949,12724,41,1152,2200,2786,3892,1840,646,167,225,49986
"De 45 a 49 años (008)",10633,10473,48,827,1606,1899,3089,1881,827,296,160,45635
"De 50 y más años (009)",29623,29078,131,1954,3056,3797,7792,6298,3982,2068,545,150790
"PEA (010)",50620,47509,302,10767,10671,8454,9764,4624,2067,860,3111,156626
"De 12 a 14 años (011)",46,32,,29,3,,,,,,14,35
"De 15 a 19 años (012)",1326,1168,29,949,163,22,5,,,,158,1361
"De 20 a 24 años (013)",5321,4245,45,2504,1211,372,98,15,,,1076,6544
"De 25 a 29 años (014)",6914,5911,49,2417,1824,956,602,57,6,,1003,11920
"De 30 a 34 años (015)",7100,6710,38,1685,2022,1392,1240,273,52,8,390,17535
"De 35 a 39 años (016)",7064,6891,41,1093,1793,1510,1704,564,155,31,173,21855
"De 40 a 44 años (017)",6897,6777,25,761,1370,1587,1882,810,280,62,120,24667
"De 45 a 49 años (018)",5613,5535,32,538,1012,1091,1525,862,357,118,78,22358
