"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia YUNGUYO (000)",20174,247,5351,6174,5930,2472
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",38,,5,15,18,
"Profes., científicos e intelectuales (002)",833,,175,423,227,8
"Técnicos de nivel medio y trab.asimilados (003)",137,,42,59,33,3
"Jefes y empleados de oficina (004)",168,,54,66,47,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2097,17,663,825,498,94
"Agricult.trabaj. calif. agrop. y pesqueros (006)",7149,14,984,1851,2696,1604
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1347,7,632,462,210,36
"Obreros construc., conf., papel, fab., instr. (008)",1157,,279,480,363,35
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",5673,190,1773,1526,1562,622
"Otra (010)",97,,18,54,25,
"Ocupación no especificada (011)",322,1,85,84,110,42
"Desocupado (012)",1156,18,641,329,141,27
"Hombres (013)",11649,126,3020,3601,3433,1469
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",34,,4,13,17,
"Profes., científicos e intelectuales (015)",517,,92,247,171,7
"Técnicos de nivel medio y trab.asimilados (016)",95,,26,41,25,3
"Jefes y empleados de oficina (017)",122,,32,47,42,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",893,5,268,358,222,40
"Agricult.trabaj. calif. agrop. y pesqueros (019)",4879,6,583,1261,1858,1171
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",983,3,466,340,151,23
"Obreros construc., conf., papel, fab., instr. (021)",1118,,261,464,359,34
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",1978,100,817,502,408,151
"Otra (023)",96,,18,54,24,
"Ocupación no especificada (024)",128,1,38,33,39,17
"Desocupado (025)",806,11,415,241,117,22
"Mujeres (026)",8525,121,2331,2573,2497,1003
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",4,,1,2,1,
"Profes., científicos e intelectuales (028)",316,,83,176,56,1
"Técnicos de nivel medio y trab.asimilados (029)",42,,16,18,8,
"Jefes y empleados de oficina (030)",46,,22,19,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1204,12,395,467,276,54
"Agricult.trabaj. calif. agrop. y pesqueros (032)",2270,8,401,590,838,433
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",364,4,166,122,59,13
