"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TARMA (000)",30303,29062,192,6301,6527,4747,6062,3331,1466,436,1241,98729
"De 12 a 14 años (001)",23,12,1,10,1,,,,,,11,12
"De 15 a 19 años (002)",650,597,17,520,49,8,3,,,,53,654
"De 20 a 24 años (003)",2644,2272,23,1463,625,135,23,3,,,372,3234
"De 25 a 29 años (004)",3408,3087,22,1265,1138,479,170,10,3,,321,5783
"De 30 a 34 años (005)",3446,3300,15,846,1164,740,457,67,8,3,146,7854
"De 35 a 39 años (006)",3779,3685,14,652,1141,824,779,227,43,5,94,10621
"De 40 a 44 años (007)",3242,3168,15,406,723,665,905,331,104,19,74,11068
"De 45 a 49 años (008)",2743,2695,14,280,492,492,783,416,166,52,48,10817
"De 50 y más años (009)",10368,10246,71,859,1194,1404,2942,2277,1142,357,122,48686
"PEA (010)",11273,10684,86,2644,2646,1752,2043,979,417,117,589,33187
"De 12 a 14 años (011)",1,,,,,,,,,,1,
"De 15 a 19 años (012)",161,146,6,126,12,2,,,,,15,156
"De 20 a 24 años (013)",810,655,8,458,152,30,6,1,,,155,882
"De 25 a 29 años (014)",1324,1133,13,558,387,121,48,4,2,,191,1942
"De 30 a 34 años (015)",1399,1323,8,422,473,248,145,22,3,2,76,2912
"De 35 a 39 años (016)",1674,1621,10,374,545,325,288,62,16,1,53,4220
"De 40 a 44 años (017)",1532,1496,9,242,402,333,358,115,34,3,36,4672
"De 45 a 49 años (018)",1234,1211,8,144,250,218,340,180,55,16,23,4572
"De 50 y más años (019)",3138,3099,24,320,425,475,858,595,307,95,39,13831
"Ocupada (020)",10924,10393,83,2534,2565,1705,2016,964,409,117,531,32496
