"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CUTERVO (000)",97156,18511,18051,18445,15539,10797,15813
"Católica (001)",85195,16427,15834,16025,13591,9469,13849
"Cristiana/Evangélica (002)",6684,1161,1144,1343,1089,780,1167
"Otra (003)",2307,371,454,469,359,267,387
"Ninguna (004)",2970,552,619,608,500,281,410
"Hombres (006)",48406,9439,9286,8951,7592,5162,7976
"Católica (007)",42406,8354,8133,7767,6637,4510,7005
"Cristiana/Evangélica (008)",3196,581,564,624,508,368,551
"Otra (009)",1086,188,204,213,165,128,188
"Ninguna (010)",1718,316,385,347,282,156,232
"Mujeres (012)",48750,9072,8765,9494,7947,5635,7837
"Católica (013)",42789,8073,7701,8258,6954,4959,6844
"Cristiana/Evangélica (014)",3488,580,580,719,581,412,616
"Otra (015)",1221,183,250,256,194,139,199
"Ninguna (016)",1252,236,234,261,218,125,178
,,,,,,,
"URBANA (018)",20465,3434,3787,4081,3693,2406,3064
"Católica (019)",18365,3120,3379,3644,3310,2152,2760
"Cristiana/Evangélica (020)",1248,182,239,226,234,159,208
"Otra (021)",436,65,87,104,71,56,53
"Ninguna (022)",416,67,82,107,78,39,43
"Hombres (024)",9907,1698,1844,1896,1781,1162,1526
"Católica (025)",8837,1537,1638,1659,1600,1032,1371
"Cristiana/Evangélica (026)",599,88,117,115,97,78,104
"Otra (027)",204,36,35,50,33,26,24
"Ninguna (028)",267,37,54,72,51,26,27
"Mujeres (030)",10558,1736,1943,2185,1912,1244,1538
"Católica (031)",9528,1583,1741,1985,1710,1120,1389
"Cristiana/Evangélica (032)",649,94,122,111,137,81,104
"Otra (033)",232,29,52,54,38,30,29
"Ninguna (034)",149,30,28,35,27,13,16
,,,,,,,
"RURAL (036)",76691,15077,14264,14364,11846,8391,12749
"Católica (037)",66830,13307,12455,12381,10281,7317,11089
"Cristiana/Evangélica (038)",5436,979,905,1117,855,621,959
"Otra (039)",1871,306,367,365,288,211,334
"Ninguna (040)",2554,485,537,501,422,242,367
"Hombres (042)",38499,7741,7442,7055,5811,4000,6450
"Católica (043)",33569,6817,6495,6108,5037,3478,5634
"Cristiana/Evangélica (044)",2597,493,447,509,411,290,447
"Otra (045)",882,152,169,163,132,102,164
"Ninguna (046)",1451,279,331,275,231,130,205
"Mujeres (048)",38192,7336,6822,7309,6035,4391,6299
"Católica (049)",33261,6490,5960,6273,5244,3839,5455
"Cristiana/Evangélica (050)",2839,486,458,608,444,331,512
"Otra (051)",989,154,198,202,156,109,170
"Ninguna (052)",1103,206,206,226,191,112,162
