"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SAN ROMAN (000)",93799,184778,168664,,3901,91.3,2.1
"De 12 a 14 años (001)",8511,34,31,,,91.2,
"De 15 a 19 años (002)",13298,950,918,298,96.6,31.4,
"De 20 a 24 años (003)",13149,6440,6266,1046,97.3,16.2,
"De 25 a 29 años (004)",11442,13482,13103,1042,97.2,7.7,
"De 30 a 34 años (005)",10305,20254,19463,817,96.1,4,
"De 35 a 39 años (006)",9044,24265,23004,482,94.8,2,
"De 40 a 44 años (007)",7368,24019,22480,189,93.6,0.8,
"De 45 a 49 años (008)",5973,22977,21140,27,92,0.1,
"De 50 y más años (009)",14709,72357,62259,,86,,
"PEA (010)",40168,89329,81721,1468,91.5,1.6,
"De 12 a 14 años (011)",418,6,6,,100,,
"De 15 a 19 años (012)",2975,301,291,75,96.7,24.9,
"De 20 a 24 años (013)",5684,2637,2560,315,97.1,11.9,
"De 25 a 29 años (014)",5995,6119,5934,402,97,6.6,
"De 30 a 34 años (015)",5661,9986,9604,346,96.2,3.5,
"De 35 a 39 años (016)",5142,12896,12188,220,94.5,1.7,
"De 40 a 44 años (017)",4348,13548,12689,94,93.7,0.7,
"De 45 a 49 años (018)",3508,12800,11719,16,91.6,0.1,
"De 50 y más años (019)",6437,31036,26730,,86.1,,
"Ocupada (020)",37634,86575,79119,1382,91.4,1.6,
"De 12 a 14 años (021)",388,5,5,,100,,
"De 15 a 19 años (022)",2582,274,264,69,96.4,25.2,
"De 20 a 24 años (023)",5021,2445,2369,295,96.9,12.1,
"De 25 a 29 años (024)",5449,5759,5581,372,96.9,6.5,
"De 30 a 34 años (025)",5325,9475,9108,325,96.1,3.4,
"De 35 a 39 años (026)",4920,12411,11728,213,94.5,1.7,
"De 40 a 44 años (027)",4230,13226,12385,92,93.6,0.7,
"De 45 a 49 años (028)",3398,12452,11405,16,91.6,0.1,
"De 50 y más años (029)",6321,30528,26274,,86.1,,
"Desocupada (030)",2534,2754,2602,86,94.5,3.1,
"De 12 a 14 años (031)",30,1,1,,100,,
"De 15 a 19 años (032)",393,27,27,6,100,22.2,
"De 20 a 24 años (033)",663,192,191,20,99.5,10.4,
"De 25 a 29 años (034)",546,360,353,30,98.1,8.3,
"De 30 a 34 años (035)",336,511,496,21,97.1,4.1,
