"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ASCOPE (000)",2908,54,1459,897,436,62
"Sin nivel (001)",85,5,19,33,21,7
"Educación inicial (002)",8,1,5,2,,
"Primaria (003)",507,28,186,143,118,32
"Secundaria (004)",1280,20,714,381,152,13
"Superior no univ. incompleta (005)",220,,132,57,28,3
"Superior no univ. completa (006)",420,,229,142,45,4
"Superior univ. incompleta (007)",129,,78,37,14,
"Superior univ. completa (008)",259,,96,102,58,3
"Hombres (010)",2217,38,1046,695,379,59
"Sin nivel (011)",68,4,16,25,17,6
"Educación inicial (012)",7,1,4,2,,
"Primaria (013)",419,20,150,116,102,31
"Secundaria (014)",1057,13,566,324,141,13
"Superior no univ. incompleta (015)",147,,78,43,23,3
"Superior no univ. completa (016)",258,,130,90,35,3
"Superior univ. incompleta (017)",86,,44,29,13,
"Superior univ. completa (018)",175,,58,66,48,3
"Mujeres (020)",691,16,413,202,57,3
"Sin nivel (021)",17,1,3,8,4,1
"Educación inicial (022)",1,,1,,,
"Primaria (023)",88,8,36,27,16,1
"Secundaria (024)",223,7,148,57,11,
"Superior no univ. incompleta (025)",73,,54,14,5,
"Superior no univ. completa (026)",162,,99,52,10,1
"Superior univ. incompleta (027)",43,,34,8,1,
"Superior univ. completa (028)",84,,38,36,10,
,,,,,,
"Area Urbana (030)",2704,48,1339,842,415,60
"Sin nivel (031)",77,5,17,28,20,7
"Educación inicial (032)",8,1,5,2,,
"Primaria (033)",465,28,161,138,108,30
"Secundaria (034)",1187,14,664,350,146,13
"Superior no univ. incompleta (035)",207,,121,56,27,3
"Superior no univ. completa (036)",387,,207,133,43,4
"Superior univ. incompleta (037)",122,,75,34,13,
"Superior univ. completa (038)",251,,89,101,58,3
"Hombres (040)",2070,34,968,651,360,57
"Sin nivel (041)",63,4,14,23,16,6
"Educación inicial (042)",7,1,4,2,,
"Primaria (043)",384,20,132,111,92,29
"Secundaria (044)",989,9,534,297,136,13
"Superior no univ. incompleta (045)",141,,73,43,22,3
"Superior no univ. completa (046)",236,,116,83,34,3
"Superior univ. incompleta (047)",82,,43,27,12,
"Superior univ. completa (048)",168,,52,65,48,3
"Mujeres (050)",634,14,371,191,55,3
"Sin nivel (051)",14,1,3,5,4,1
"Educación inicial (052)",1,,1,,,
"Primaria (053)",81,8,29,27,16,1
"Secundaria (054)",198,5,130,53,10,
"Superior no univ. incompleta (055)",66,,48,13,5,
"Superior no univ. completa (056)",151,,91,50,9,1
"Superior univ. incompleta (057)",40,,32,7,1,
"Superior univ. completa (058)",83,,37,36,10,
,,,,,,
"Area Rural (060)",204,6,120,55,21,2
"Sin nivel (061)",8,,2,5,1,
"Primaria (063)",42,,25,5,10,2
"Secundaria (064)",93,6,50,31,6,
"Superior no univ. incompleta (065)",13,,11,1,1,
"Superior no univ. completa (066)",33,,22,9,2,
"Superior univ. incompleta (067)",7,,3,3,1,
"Superior univ. completa (068)",8,,7,1,,
"Hombres (070)",147,4,78,44,19,2
"Sin nivel (071)",5,,2,2,1,
"Primaria (073)",35,,18,5,10,2
"Secundaria (074)",68,4,32,27,5,
"Superior no univ. incompleta (075)",6,,5,,1,
"Superior no univ. completa (076)",22,,14,7,1,
"Superior univ. incompleta (077)",4,,1,2,1,
"Superior univ. completa (078)",7,,6,1,,
"Mujeres (080)",57,2,42,11,2,
"Sin nivel (081)",3,,,3,,
"Primaria (083)",7,,7,,,
"Secundaria (084)",25,2,18,4,1,
"Superior no univ. incompleta (085)",7,,6,1,,
"Superior no univ. completa (086)",11,,8,2,1,
"Superior univ. incompleta (087)",3,,2,1,,
"Superior univ. completa (088)",1,,1,,,
