"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ANTA (000)",40096,13157,2027,824,24139
"Conviviente (001)",8911,2221,362,185,6146
"Separado(a) (002)",806,144,39,11,613
"Casado(a) (003)",13484,3950,956,323,8284
"Viudo(a) (004)",2686,701,77,41,1868
"Divorciado(a) (005)",136,25,8,4,99
"Soltero(a) (006)",14073,6116,585,260,7129
"Hombres (008)",20015,6255,1044,534,12215
"Conviviente (009)",4349,930,179,138,3105
"Separado(a) (010)",217,30,14,7,166
"Casado(a) (011)",6677,1827,521,203,4148
"Viudo(a) (012)",646,177,19,11,439
"Divorciado(a) (013)",71,11,7,3,50
"Soltero(a) (014)",8055,3280,304,172,4307
"Mujeres (016)",20081,6902,983,290,11924
"Conviviente (017)",4562,1291,183,47,3041
"Separado(a) (018)",589,114,25,4,447
"Casado(a) (019)",6807,2123,435,120,4136
"Viudo(a) (020)",2040,524,58,30,1429
"Divorciado(a) (021)",65,14,1,1,49
"Soltero(a) (022)",6018,2836,281,88,2822
,,,,,
"URBANA (024)",14344,2524,1353,529,9961
"Conviviente (025)",3584,340,257,110,2878
"Separado(a) (026)",385,27,29,9,321
"Casado(a) (027)",4232,397,609,200,3037
"Viudo(a) (028)",878,61,48,26,744
"Divorciado(a) (029)",62,4,7,3,48
"Soltero(a) (030)",5203,1695,403,181,2933
"Hombres (032)",7039,1185,684,352,4831
"Conviviente (033)",1725,124,124,79,1399
"Separado(a) (034)",86,4,10,6,66
"Casado(a) (035)",2082,171,329,133,1458
"Viudo(a) (036)",186,14,12,8,152
"Divorciado(a) (037)",34,1,6,3,24
"Soltero(a) (038)",2926,871,203,123,1732
"Mujeres (040)",7305,1339,669,177,5130
"Conviviente (041)",1859,216,133,31,1479
"Separado(a) (042)",299,23,19,3,255
"Casado(a) (043)",2150,226,280,67,1579
"Viudo(a) (044)",692,47,36,18,592
"Divorciado(a) (045)",28,3,1,,24
"Soltero(a) (046)",2277,824,200,58,1201
,,,,,
"RURAL (048)",25752,10633,674,295,14178
"Conviviente (049)",5327,1881,105,75,3268
"Separado(a) (050)",421,117,10,2,292
"Casado(a) (051)",9252,3553,347,123,5247
"Viudo(a) (052)",1808,640,29,15,1124
"Divorciado(a) (053)",74,21,1,1,51
"Soltero(a) (054)",8870,4421,182,79,4196
"Hombres (056)",12976,5070,360,182,7384
"Conviviente (057)",2624,806,55,59,1706
"Separado(a) (058)",131,26,4,1,100
"Casado(a) (059)",4595,1656,192,70,2690
"Viudo(a) (060)",460,163,7,3,287
"Divorciado(a) (061)",37,10,1,,26
"Soltero(a) (062)",5129,2409,101,49,2575
"Mujeres (064)",12776,5563,314,113,6794
"Conviviente (065)",2703,1075,50,16,1562
"Separado(a) (066)",290,91,6,1,192
"Casado(a) (067)",4657,1897,155,53,2557
"Viudo(a) (068)",1348,477,22,12,837
"Divorciado(a) (069)",37,11,,1,25
"Soltero(a) (070)",3741,2012,81,30,1621
