"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CARHUAZ (000)",41444,6372,2466,644,31980
"Quechua (001)",30365,4655,864,322,24528
"Aymara (002)",40,4,2,1,33
"Asháninka (003)",2,,1,,1
"Otra lengua nativa (004)",17,1,4,1,11
"Castellano (005)",10971,1706,1595,317,7367
"Idioma Extranjero (006)",11,,,3,8
"Es Sordomudo/a (007)",38,6,,,32
"Hombres (009)",20002,3146,1249,359,15262
"Quechua (010)",14368,2272,473,169,11457
"Aymara (011)",17,1,1,1,14
"Otra lengua nativa (013)",10,1,2,1,6
"Castellano (014)",5576,870,773,185,3759
"Idioma Extranjero (015)",10,,,3,7
"Es Sordomudo/a (016)",21,2,,,19
"Mujeres (018)",21442,3226,1217,285,16718
"Quechua (019)",15997,2383,391,153,13071
"Aymara (020)",23,3,1,,19
"Asháninka (021)",2,,1,,1
"Otra lengua nativa (022)",7,,2,,5
"Castellano (023)",5395,836,822,132,3608
"Idioma Extranjero (024)",1,,,,1
"Es Sordomudo/a (025)",17,4,,,13
,,,,,
"URBANA (027)",14088,1423,1631,369,10675
"Quechua (028)",7238,613,358,115,6153
"Aymara (029)",15,,1,1,13
"Otra lengua nativa (031)",14,,4,1,9
"Castellano (032)",6794,810,1268,249,4476
"Idioma Extranjero (033)",10,,,3,7
"Es Sordomudo/a (034)",17,,,,17
"Hombres (036)",6788,708,801,205,5083
"Quechua (037)",3404,295,195,57,2858
"Aymara (038)",6,,,1,5
"Otra lengua nativa (040)",7,,2,1,4
"Castellano (041)",3354,413,604,143,2202
"Idioma Extranjero (042)",9,,,3,6
"Es Sordomudo/a (043)",8,,,,8
"Mujeres (045)",7300,715,830,164,5592
"Quechua (046)",3834,318,163,58,3295
"Aymara (047)",9,,1,,8
"Otra lengua nativa (049)",7,,2,,5
"Castellano (050)",3440,397,664,106,2274
"Idioma Extranjero (051)",1,,,,1
"Es Sordomudo/a (052)",9,,,,9
,,,,,
"RURAL (054)",27356,4949,835,275,21305
"Quechua (055)",23127,4042,506,207,18375
"Aymara (056)",25,4,1,,20
"Asháninka (057)",2,,1,,1
"Otra lengua nativa (058)",3,1,,,2
"Castellano (059)",4177,896,327,68,2891
"Idioma Extranjero (060)",1,,,,1
"Es Sordomudo/a (061)",21,6,,,15
"Hombres (063)",13214,2438,448,154,10179
"Quechua (064)",10964,1977,278,112,8599
"Aymara (065)",11,1,1,,9
"Otra lengua nativa (067)",3,1,,,2
"Castellano (068)",2222,457,169,42,1557
"Idioma Extranjero (069)",1,,,,1
"Es Sordomudo/a (070)",13,2,,,11
"Mujeres (072)",14142,2511,387,121,11126
"Quechua (073)",12163,2065,228,95,9776
"Aymara (074)",14,3,,,11
"Asháninka (075)",2,,1,,1
"Castellano (077)",1955,439,158,26,1334
"Es Sordomudo/a (079)",8,4,,,4
