"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia AIJA (000)",7406,1015,265,3172,1963,341,396,92,162
"Jefe o Jefa (001)",2157,226,,942,544,127,199,27,92
"Esposa(o)/ compa¤era(o) (002)",1351,239,,623,317,76,63,8,25
"Hijo(a)/ hijastro(a) (003)",2935,383,200,1193,880,112,95,44,28
"Yerno/ nuera (004)",82,5,,24,28,7,10,1,7
"Nieto(a) (005)",430,67,50,213,88,6,2,3,1
"Padres/ suegros (006)",94,51,,39,1,,,,3
"Otro(a) pariente (007)",297,41,12,123,83,11,17,6,4
"Trabajador(a) del hogar (008)",6,,,2,4,,,,
"Pensionista (009)",10,,,,4,1,4,,1
"Otro(a) no pariente (010)",44,3,3,13,14,1,6,3,1
"Hombres (012)",3695,338,126,1549,1061,206,256,56,103
"Jefe o Jefa (013)",1597,72,,695,441,116,173,25,75
"Esposa(o)/ compa¤era(o) (014)",57,4,,22,15,4,6,1,5
"Hijo(a)/ hijastro(a) (015)",1540,192,95,611,486,71,49,25,11
"Yerno/ nuera (016)",38,4,,8,10,4,7,,5
"Nieto(a) (017)",247,39,27,126,49,2,1,3,
"Padres/ suegros (018)",27,4,,19,1,,,,3
"Otro(a) pariente (019)",152,21,4,62,43,7,11,2,2
"Trabajador(a) del hogar (020)",3,,,1,2,,,,
"Pensionista (021)",10,,,,4,1,4,,1
"Otro(a) no pariente (022)",24,2,,5,10,1,5,,1
"Mujeres (024)",3711,677,139,1623,902,135,140,36,59
"Jefe o Jefa (025)",560,154,,247,103,11,26,2,17
"Esposa(o)/ compa¤era(o) (026)",1294,235,,601,302,72,57,7,20
"Hijo(a)/ hijastro(a) (027)",1395,191,105,582,394,41,46,19,17
"Yerno/ nuera (028)",44,1,,16,18,3,3,1,2
"Nieto(a) (029)",183,28,23,87,39,4,1,,1
"Padres/ suegros (030)",67,47,,20,,,,,
"Otro(a) pariente (031)",145,20,8,61,40,4,6,4,2
"Trabajador(a) del hogar (032)",3,,,1,2,,,,
"Otro(a) no pariente (034)",20,1,3,8,4,,1,3,
,,,,,,,,,
"URBANA (036)",2337,170,81,876,693,130,228,41,118
"Jefe o Jefa (037)",749,19,,293,180,59,117,12,69
"Esposa(o)/ compa¤era(o) (038)",428,19,,171,130,34,47,7,20
"Hijo(a)/ hijastro(a) (039)",848,81,62,289,306,31,43,18,18
"Yerno/ nuera (040)",27,,,3,10,2,6,1,5
"Nieto(a) (041)",120,21,14,55,28,,,1,1
"Padres/ suegros (042)",39,17,,21,1,,,,
"Otro(a) pariente (043)",96,11,2,36,31,4,8,1,3
"Trabajador(a) del hogar (044)",3,,,1,2,,,,
"Pensionista (045)",3,,,,,,2,,1
"Otro(a) no pariente (046)",24,2,3,7,5,,5,1,1
"Hombres (048)",1152,70,40,407,331,71,141,19,73
"Jefe o Jefa (049)",526,3,,186,125,49,99,10,54
"Esposa(o)/ compa¤era(o) (050)",28,,,12,5,3,4,,4
"Hijo(a)/ hijastro(a) (051)",449,48,30,152,163,17,22,8,9
