"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia CANGALLO (000)",20117,10075,106,199,8904,476,8,42,1,306
"Hombres (001)",7805,5257,76,107,1969,203,5,28,1,159
"Mujeres (002)",12312,4818,30,92,6935,273,3,14,,147
"De 06 a 14 años (003)",7996,7602,,,217,76,,7,,94
"Hombres (004)",4082,3899,,,93,39,,6,,45
"Mujeres (005)",3914,3703,,,124,37,,1,,49
"De 15 a 29 años (006)",4779,2411,,42,2251,,1,14,1,59
"Hombres (007)",1851,1324,,21,461,,1,10,1,33
"Mujeres (008)",2928,1087,,21,1790,,,4,,26
"De 30 a 44 años (009)",2448,51,5,49,2279,,4,2,,58
"Hombres (010)",530,29,3,24,445,,1,,,28
"Mujeres (011)",1918,22,2,25,1834,,3,2,,30
"De 45 a 64 años (012)",2500,10,34,60,2308,22,2,9,,55
"Hombres (013)",595,4,24,34,489,8,2,6,,28
"Mujeres (014)",1905,6,10,26,1819,14,,3,,27
"De 65 y más años (015)",2394,1,67,48,1849,378,1,10,,40
"Hombres (016)",747,1,49,28,481,156,1,6,,25
"Mujeres (017)",1647,,18,20,1368,222,,4,,15
,,,,,,,,,,
"AREA URBANA (018)",6811,3748,69,105,2669,119,5,11,1,84
"Hombres (019)",2650,1944,46,56,506,43,2,7,1,45
"Mujeres (020)",4161,1804,23,49,2163,76,3,4,,39
"De 06 a 14 años (021)",2759,2644,,,76,21,,2,,16
"Hombres (022)",1411,1353,,,39,9,,2,,8
"Mujeres (023)",1348,1291,,,37,12,,,,8
"De 15 a 29 años (024)",1788,1064,,25,681,,1,2,1,14
"Hombres (025)",714,569,,13,122,,1,1,1,7
"Mujeres (026)",1074,495,,12,559,,,1,,7
"De 30 a 44 años (027)",827,32,3,26,743,,3,,,20
"Hombres (028)",160,19,2,12,118,,,,,9
"Mujeres (029)",667,13,1,14,625,,3,,,11
"De 45 a 64 años (030)",722,8,22,27,643,1,1,1,,19
"Hombres (031)",158,3,14,15,112,1,1,,,12
"Mujeres (032)",564,5,8,12,531,,,1,,7
"De 65 y más años (033)",715,,44,27,526,97,,6,,15
"Hombres (034)",207,,30,16,115,33,,4,,9
"Mujeres (035)",508,,14,11,411,64,,2,,6
,,,,,,,,,,
"AREA RURAL (036)",13306,6327,37,94,6235,357,3,31,,222
"Hombres (037)",5155,3313,30,51,1463,160,3,21,,114
"Mujeres (038)",8151,3014,7,43,4772,197,,10,,108
"De 06 a 14 años (039)",5237,4958,,,141,55,,5,,78
"Hombres (040)",2671,2546,,,54,30,,4,,37
"Mujeres (041)",2566,2412,,,87,25,,1,,41
"De 15 a 29 años (042)",2991,1347,,17,1570,,,12,,45
"Hombres (043)",1137,755,,8,339,,,9,,26
"Mujeres (044)",1854,592,,9,1231,,,3,,19
"De 30 a 44 años (045)",1621,19,2,23,1536,,1,2,,38
"Hombres (046)",370,10,1,12,327,,1,,,19
"Mujeres (047)",1251,9,1,11,1209,,,2,,19
"De 45 a 64 años (048)",1778,2,12,33,1665,21,1,8,,36
"Hombres (049)",437,1,10,19,377,7,1,6,,16
"Mujeres (050)",1341,1,2,14,1288,14,,2,,20
"De 65 y más años (051)",1679,1,23,21,1323,281,1,4,,25
"Hombres (052)",540,1,19,12,366,123,1,2,,16
"Mujeres (053)",1139,,4,9,957,158,,2,,9
