"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia TAYACAJA (000)",25724,336,11330,8080,1973,637,264,124,23,,2957
"Conviviente (001)",6277,79,3016,1903,409,109,33,19,1,,708
"Separado(a) (002)",1132,35,497,350,110,39,15,4,2,,80
"Casado(a) (003)",13075,155,6068,4402,1025,319,148,62,13,,883
"Viudo(a) (004)",3190,52,1313,1037,285,113,46,30,7,,307
"Divorciado(a) (005)",160,4,73,45,14,5,3,3,,,13
"Soltero(a) (006)",1890,11,363,343,130,52,19,6,,,966
,,,,,,,,,,,
"URBANA (008)",6573,84,2510,2072,648,230,121,49,7,,852
"Conviviente (009)",1567,17,620,529,144,52,16,11,,,178
"Separado(a) (010)",358,18,155,99,39,16,5,1,2,,23
"Casado(a) (011)",3243,29,1328,1094,343,112,77,21,4,,235
"Viudo(a) (012)",751,16,284,216,71,31,13,14,1,,105
"Divorciado(a) (013)",51,2,24,13,4,2,1,,,,5
"Soltero(a) (014)",603,2,99,121,47,17,9,2,,,306
,,,,,,,,,,,
"RURAL (016)",19151,252,8820,6008,1325,407,143,75,16,,2105
"Conviviente (017)",4710,62,2396,1374,265,57,17,8,1,,530
"Separado(a) (018)",774,17,342,251,71,23,10,3,,,57
"Casado(a) (019)",9832,126,4740,3308,682,207,71,41,9,,648
"Viudo(a) (020)",2439,36,1029,821,214,82,33,16,6,,202
"Divorciado(a) (021)",109,2,49,32,10,3,2,3,,,8
"Soltero(a) (022)",1287,9,264,222,83,35,10,4,,,660
