"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia TARMA (000)",70928,68679,2249
"Hombres (001)",34310,33487,823
"Mujeres (002)",36618,35192,1426
"De 18 a 29 años (003)",21833,21041,792
"Hombres (004)",10697,10292,405
"Mujeres (005)",11136,10749,387
"De 30 a 44 años (006)",22126,21870,256
"Hombres (007)",10578,10491,87
"Mujeres (008)",11548,11379,169
"De 45 a 64 años (009)",17838,17488,350
"Hombres (010)",8646,8523,123
"Mujeres (011)",9192,8965,227
"De 65 y más años (012)",9131,8280,851
"Hombres (013)",4389,4181,208
"Mujeres (014)",4742,4099,643
,,,
"URBANA (015)",46574,45306,1268
"Hombres (016)",22117,21610,507
"Mujeres (017)",24457,23696,761
"De 18 a 29 años (018)",14138,13622,516
"Hombres (019)",6752,6472,280
"Mujeres (020)",7386,7150,236
"De 30 a 44 años (021)",14958,14803,155
"Hombres (022)",7005,6940,65
"Mujeres (023)",7953,7863,90
"De 45 a 64 años (024)",11655,11476,179
"Hombres (025)",5571,5508,63
"Mujeres (026)",6084,5968,116
"De 65 y más años (027)",5823,5405,418
"Hombres (028)",2789,2690,99
"Mujeres (029)",3034,2715,319
,,,
"RURAL (030)",24354,23373,981
"Hombres (031)",12193,11877,316
"Mujeres (032)",12161,11496,665
"De 18 a 29 años (033)",7695,7419,276
"Hombres (034)",3945,3820,125
"Mujeres (035)",3750,3599,151
"De 30 a 44 años (036)",7168,7067,101
"Hombres (037)",3573,3551,22
"Mujeres (038)",3595,3516,79
"De 45 a 64 años (039)",6183,6012,171
"Hombres (040)",3075,3015,60
"Mujeres (041)",3108,2997,111
"De 65 y más años (042)",3308,2875,433
"Hombres (043)",1600,1491,109
"Mujeres (044)",1708,1384,324
